#"Progress (%)" "Step" "Potential Energy (kJ/mole)" "Kinetic Energy (kJ/mole)" "Total Energy (kJ/mole)" "Temperature (K)" "Speed (ns/day)" "Time Remaining"
46.4% 2810000 -76059.49081105532 14124.44049007712 -61935.050320978204 292.64043208668755 772 12:05
46.5% 2815000 -76264.62720040191 14390.84689270766 -61873.78030769425 298.1600337184288 772 12:04
46.6% 2820000 -76107.97258610422 14217.412002024921 -61890.5605840793 294.5666834980105 772 12:02
46.7% 2825000 -76511.6549601802 14472.453090677825 -62039.20186950237 299.8508102877179 772 12:01
46.8% 2830000 -75714.44660573211 14771.638971834047 -60942.80763389806 306.04956099910373 772 12:00
46.9% 2835000 -75998.46637511015 14741.498758915894 -61256.967616194255 305.42509414409807 772 11:59
46.9% 2840000 -76357.18146683044 14357.269939756196 -61999.91152707425 297.4643619835538 772 11:58
47.0% 2845000 -76209.69076812791 14642.76442268115 -61566.92634544676 303.3794443473627 772 11:57
47.1% 2850000 -75965.01148353875 14214.84095959049 -61750.17052394826 294.5134147706967 772 11:56
47.2% 2855000 -76167.94445171813 14396.043166735504 -61771.901284982625 298.26769390346885 772 11:55
47.3% 2860000 -75976.84025109648 14517.151569839914 -61459.688681256564 300.7769058923403 772 11:54
47.4% 2865000 -76187.92503433974 14860.419055664555 -61327.50597867519 307.88897135387884 772 11:53
47.4% 2870000 -76054.26855453255 14594.865428571691 -61459.40312596086 302.3870381460298 772 11:52
47.5% 2875000 -76289.06184496758 14576.507991990064 -61712.55385297752 302.0066954218684 772 11:50
47.6% 2880000 -75985.79687810256 14594.209275437559 -61391.58760266499 302.373443488116 772 11:49
47.7% 2885000 -75802.2812761627 14328.064003993204 -61474.217272169495 296.859252162235 772 11:48
47.8% 2890000 -76646.74694979061 14424.328924208461 -62222.418025582156 298.8537388016438 772 11:47
47.9% 2895000 -76146.40675549538 14300.158230492385 -61846.24852500299 296.2810800483923 772 11:46
47.9% 2900000 -76422.96572418783 14440.76992405836 -61982.19580012947 299.1943753955954 772 11:45
48.0% 2905000 -76257.38142000703 14171.31813880353 -62086.063281203504 293.61167731145537 772 11:44
48.1% 2910000 -75883.77393360158 14253.408097353273 -61630.36583624831 295.31247678431606 772 11:43
48.2% 2915000 -76532.2849759332 14542.485761221675 -61989.79921471153 301.3017980972906 772 11:42
48.3% 2920000 -76178.97793075943 14595.202446385832 -61583.7754843736 302.39402072624745 771 11:41
48.3% 2925000 -76219.88797724851 14352.214626474863 -61867.67335077365 297.35962232579374 771 11:39
48.4% 2930000 -76554.12060824942 14322.868054256745 -62231.25255399267 296.75159869609973 771 11:38
48.5% 2935000 -76285.69495925026 14686.306416571124 -61599.38854267914 304.28157904889866 771 11:37
48.6% 2940000 -76485.71618446507 14209.228052776272 -62276.4881316888 294.39712248453293 771 11:36
48.7% 2945000 -75906.37523235337 14569.6042583988 -61336.77097395457 301.8636588476 771 11:35
48.8% 2950000 -76287.01850077466 14371.382310743946 -61915.63619003072 297.756752350912 771 11:34
48.8% 2955000 -76311.71708740656 14392.050539878457 -61919.666547528104 298.1849717560374 771 11:33
48.9% 2960000 -76207.75535613533 14603.22882923786 -61604.52652689747 302.5603171645071 771 11:32
49.0% 2965000 -76284.32932072105 14395.13469621677 -61889.19462450428 298.248871550447 771 11:31
49.1% 2970000 -76399.73441935604 14533.609081169076 -61866.12533818697 301.1178845831296 771 11:30
49.2% 2975000 -76497.56858047697 14681.137305744429 -61816.431274732546 304.1744816508183 771 11:28
49.3% 2980000 -75988.64624750867 14410.0504403557 -61578.595807152975 298.557906787119 771 11:27
49.3% 2985000 -76167.82981844412 14360.744865908195 -61807.08495253593 297.53635803120636 771 11:26
49.4% 2990000 -76202.32063064745 14366.790495195306 -61835.530135452136 297.66161577632266 771 11:25
49.5% 2995000 -75864.59839323055 14325.64879412892 -61538.94959910163 296.80921208746105 771 11:24
49.6% 3000000 -76271.33970334278 14760.64727398339 -61510.692429359384 305.82182700775434 771 11:23
49.7% 3005000 -76518.6245339191 14475.46691008659 -62043.15762383251 299.91325279045856 771 11:22
49.8% 3010000 -76486.19109528587 14507.678606574378 -61978.512488711494 300.58063814884173 771 11:21
49.8% 3015000 -76300.5300050783 14708.902687104674 -61591.62731797362 304.74974501817235 771 11:20
49.9% 3020000 -76352.97620112129 14616.330805884565 -61736.64539523672 302.83177344695423 771 11:19
50.0% 3025000 -76202.7247767231 14175.552967722784 -62027.17180900032 293.69941757738763 771 11:17
50.1% 3030000 -75937.93120806394 14507.30103349946 -61430.630174564474 300.5728153152317 771 11:16
50.2% 3035000 -76062.1577449981 14344.090056723033 -61718.06768827506 297.19129157992353 771 11:15
50.2% 3040000 -76216.86623412199 14373.716402292051 -61843.14983182994 297.8051117574065 771 11:14
50.3% 3045000 -76020.99441799443 14509.255126251059 -61511.73929174337 300.6133016302519 771 11:13
50.4% 3050000 -76032.51744861779 14589.365557292687 -61443.1518913251 302.27308781230585 771 11:12
50.5% 3055000 -76255.62893090877 14272.624524944917 -61983.00440596386 295.71061670904663 771 11:11
50.6% 3060000 -76264.8729371456 14190.68430173897 -62074.18863540663 294.0129195619551 771 11:10
50.7% 3065000 -76344.04074966972 14355.286011676608 -61988.754737993106 297.4232575185063 771 11:09
50.7% 3070000 -75795.17742964049 14403.450566010608 -61391.72686362988 298.4211657897377 771 11:08
50.8% 3075000 -76229.74354839511 14375.706997627558 -61854.03655076755 297.8463543595118 771 11:06
50.9% 3080000 -76062.59121960991 14530.537907810989 -61532.05331179892 301.05425377954805 771 11:05
51.0% 3085000 -76504.75467084185 14353.396758135654 -62151.3579127062 297.3841145894158 771 11:04
51.1% 3090000 -76349.39316373575 14232.401841540832 -62116.99132219491 294.8772538965992 771 11:03
51.2% 3095000 -76397.71928633608 14365.837909264008 -62031.88137707207 297.64187940809404 771 11:02
51.2% 3100000 -76540.77269701619 14234.25803021228 -62306.51466680391 294.91571176367216 771 11:01
51.3% 3105000 -76547.23811764938 14543.098368292422 -62004.13974935696 301.31449053618815 771 11:00
51.4% 3110000 -76705.27365978854 14820.034908893836 -61885.2387508947 307.0522632259542 771 10:59
51.5% 3115000 -76426.14620446204 14354.781645933614 -62071.364558528425 297.412807702171 771 10:58
51.6% 3120000 -76457.0204003574 14404.620100243965 -62052.40030011344 298.44539705069496 771 10:57
51.7% 3125000 -76356.01436903683 14575.708955096952 -61780.305413939874 301.99014039430347 771 10:55
51.7% 3130000 -76642.4897379827 14427.175869040932 -62215.31386894177 298.9127238755295 771 10:54
51.8% 3135000 -76411.09932492429 14771.657626174601 -61639.44169874969 306.0499474933004 771 10:53
51.9% 3140000 -76572.94577995075 14563.975002719384 -62008.97077723137 301.747027833755 771 10:52
52.0% 3145000 -76365.44167865567 14177.737742436586 -62187.703936219084 293.7446833290971 771 10:51
52.1% 3150000 -76136.29086631376 13875.38866967695 -62260.90219663682 287.4803953131896 771 10:50
52.1% 3155000 -76774.19074036871 14245.031785791421 -62529.15895457729 295.1389302685107 771 10:49
52.2% 3160000 -76306.0957365532 14298.816476395903 -62007.27926015729 296.2532806110395 771 10:48
52.3% 3165000 -76437.42302718114 14623.848370236567 -61813.57465694458 302.98752781341955 771 10:47
52.4% 3170000 -75991.12771705448 14598.017302907576 -61393.110414146904 302.4523409711707 770 10:45
52.5% 3175000 -76474.64234061044 14433.800364868926 -62040.84197574152 299.049974998703 770 10:44
52.6% 3180000 -75864.89389900096 14490.756895490254 -61374.13700351071 300.2300418298737 770 10:43
52.6% 3185000 -76292.15899982175 14385.732232883369 -61906.426766938384 298.05406447582345 770 10:42
52.7% 3190000 -76093.96812536358 14387.315297309093 -61706.65282805449 298.08686355610496 770 10:41
52.8% 3195000 -75974.00754388262 14481.14189918005 -61492.86564470257 300.03083134244184 770 10:40
52.9% 3200000 -76064.66466297748 14534.03584177044 -61530.628821207036 301.12672651969115 770 10:39
53.0% 3205000 -76315.2350249586 14166.952772468849 -62148.28225248975 293.5212324763983 770 10:38
53.1% 3210000 -76413.08904206211 14327.511818755582 -62085.577223306536 296.8478115868265 770 10:36
53.1% 3215000 -76178.38292622149 14565.331150273803 -61613.05177594768 301.7751254852392 770 10:35
53.2% 3220000 -75973.9104947708 14448.044672093105 -61525.86582267769 299.345098916977 770 10:34
53.3% 3225000 -76483.87576589583 14401.50609353283 -62082.369672363006 298.38087879454827 770 10:33
53.4% 3230000 -76129.88309443946 14500.961114786081 -61628.92197965337 300.44146026771807 770 10:32
53.5% 3235000 -76638.00224610411 14243.50646361258 -62394.495782491525 295.10732753410144 770 10:31
53.6% 3240000 -76556.81604143798 14552.836308766317 -62003.979732671665 301.516248270232 770 10:30
53.6% 3245000 -76151.01940962521 14312.022890066615 -61838.9965195586 296.5269006957166 770 10:29
53.7% 3250000 -75504.28954021577 14380.661222148638 -61123.62831806714 297.9489995868057 770 10:27
53.8% 3255000 -75819.34031534185 14741.276739107494 -61078.06357623435 305.4204941762121 771 10:26
53.9% 3260000 -76472.04348551587 14319.681050415435 -62152.36243510043 296.6855680323125 770 10:25
54.0% 3265000 -76293.14051178197 14269.842608821877 -62023.29790296009 295.65297894726433 770 10:24
54.0% 3270000 -76242.36039482006 14754.425458959768 -61487.93493586029 305.6929189183929 770 10:23
54.1% 3275000 -76420.9732923928 14507.54098628093 -61913.43230611186 300.5777868314981 770 10:22
54.2% 3280000 -76007.29696342177 14045.730719879271 -61961.566243542504 291.0096658148254 770 10:21
54.3% 3285000 -76411.88428219986 14615.19225917697 -61796.692023022886 302.8081842080959 770 10:20
54.4% 3290000 -76629.82031773351 14216.1967091086 -62413.62360862491 294.54150417537505 770 10:19
54.5% 3295000 -76320.2598313308 14568.31458821171 -61751.94524311909 301.8369385225673 770 10:18
54.5% 3300000 -75814.05634884916 14516.382484976544 -61297.67386387262 300.7609714327144 770 10:16
54.6% 3305000 -76049.10576163886 14601.868222733287 -61447.23753890557 302.5321271292503 770 10:15
54.7% 3310000 -76179.68136662766 14401.497623019159 -61778.1837436085 298.38070329628465 771 10:14
54.8% 3315000 -75938.24146366904 14197.097381246653 -61741.14408242238 294.14579040802175 771 10:13
54.9% 3320000 -76096.44322931167 14595.098305290525 -61501.34492402115 302.39186305528347 771 10:11
55.0% 3325000 -76344.23644408329 14433.667185092345 -61910.569258990945 299.0472156832178 771 10:10
55.0% 3330000 -76109.06005562373 14344.721800542256 -61764.33825508148 297.20438050789596 771 10:09
55.1% 3335000 -76040.41292900467 14259.566690828706 -61780.84623817596 295.4400750036553 771 10:08
55.2% 3340000 -76177.46166154605 14549.03946830534 -61628.422193240716 301.4375825677679 772 10:06
55.3% 3345000 -76134.02884919873 14477.468616325361 -61656.560232873366 299.9547255963397 772 10:05
55.4% 3350000 -75802.92047147073 14464.436005253125 -61338.484466217604 299.6847064803205 772 10:04
55.5% 3355000 -75936.66940753376 14331.989477028605 -61604.67993050515 296.9405829679424 772 10:03
55.5% 3360000 -76521.98153826172 14573.124867354438 -61948.856670907284 301.9366013848078 772 10:02
55.6% 3365000 -76287.1103315437 14257.186759427297 -62029.92357211641 295.3907658537364 772 10:01
55.7% 3370000 -76025.86506522012 14349.925763240853 -61675.93930197926 297.3121999924094 772 10:00
55.8% 3375000 -76106.78800985366 14450.97779121736 -61655.810218636296 299.4058694125224 772 9:58
55.9% 3380000 -76147.49132753734 14493.944029786919 -61653.547297750425 300.29607519652984 772 9:57
56.0% 3385000 -75992.70323072626 14512.773462597192 -61479.92976812906 300.6861970818828 772 9:56
56.0% 3390000 -76058.60474188242 14056.496470387892 -62002.10827149452 291.23271846479 772 9:55
56.1% 3395000 -76120.27018933628 14159.590832221369 -61960.67935711492 293.36870244333033 772 9:54
56.2% 3400000 -76279.06379824568 14708.859864043276 -61570.20393420241 304.7488577788371 772 9:53
56.3% 3405000 -76352.75589595563 14583.550469971859 -61769.205425983775 302.1526066033415 772 9:52
56.4% 3410000 -76232.34298459804 14684.211583626406 -61548.13140097164 304.238176776184 772 9:51
56.4% 3415000 -75874.93446204733 14389.26783293878 -61485.66662910855 298.12731760954074 772 9:50
56.5% 3420000 -76118.71216895992 14696.81321574035 -61421.89895321956 304.49926655665445 772 9:49
56.6% 3425000 -76168.77909363934 14463.35497522182 -61705.42411841752 299.66230891379865 772 9:47
56.7% 3430000 -76481.69923897478 14136.494409230612 -62345.204829744165 292.89017395164103 772 9:46
56.8% 3435000 -76077.69994050582 14475.946821047566 -61601.75311945825 299.92319593483177 771 9:45
56.9% 3440000 -76212.95916061614 14470.507587996772 -61742.45157261937 299.8105019480276 771 9:44
56.9% 3445000 -75624.42946863547 14341.062041056677 -61283.36742757879 297.1285549487918 771 9:43
57.0% 3450000 -76436.75900440721 14685.814165951544 -61750.94483845567 304.27138024250274 771 9:42
57.1% 3455000 -76390.92701512149 14508.135261092733 -61882.79175402875 300.5900994493201 771 9:41
57.2% 3460000 -76061.91635578769 14598.150263009002 -61463.766092778686 302.4550957352662 771 9:40
57.3% 3465000 -76429.76067811452 14388.49806398307 -62041.26261413145 298.11136897639216 771 9:39
57.4% 3470000 -76485.94987778235 14417.329886730287 -62068.61999105206 298.70872765212306 771 9:38
57.4% 3475000 -76583.56169446578 14048.469762822759 -62535.09193164302 291.06641529888805 771 9:36
57.5% 3480000 -76477.78175931162 14654.46367993035 -61823.31807938127 303.6218380690046 771 9:35
57.6% 3485000 -76114.0086550183 14287.44301375698 -61826.565641261324 296.0176369391138 771 9:34
57.7% 3490000 -76272.48187541366 14535.155855468589 -61737.326019945074 301.14993177817905 771 9:33
57.8% 3495000 -76015.61343641531 14555.3067712595 -61460.30666515581 301.56743310916187 771 9:32
57.9% 3500000 -75933.73808805954 14338.610316380136 -61595.12777167941 297.07775833357687 771 9:31
57.9% 3505000 -76099.53262516035 14132.436402138124 -61967.09622302223 292.8060972089346 771 9:30
58.0% 3510000 -76649.5652030808 14545.619311355915 -62103.945891724885 301.3667212682929 771 9:29
58.1% 3515000 -76024.15171708942 14415.315137243828 -61608.83657984559 298.66698460674877 771 9:28
58.2% 3520000 -76218.19683904633 14421.684801847177 -61796.51203719915 298.79895595124776 771 9:27
58.3% 3525000 -75874.9115249544 14359.099958350385 -61515.81156660401 297.5022776399302 771 9:26
58.3% 3530000 -76196.13070755782 14434.968376743476 -61761.162330814346 299.0741747183231 771 9:24
58.4% 3535000 -76028.18094871913 14314.137970820819 -61714.042977898316 296.5707224772763 771 9:23
58.5% 3540000 -76396.30594516954 14636.84823104455 -61759.45771412499 303.2568683856417 771 9:22
58.6% 3545000 -76540.91154602189 14673.563869075942 -61867.347676945945 304.01756968105894 771 9:21
58.7% 3550000 -76608.07384540586 14200.513997680118 -62407.559847725744 294.21657835251176 771 9:20
58.8% 3555000 -76408.4961604523 14159.903366783396 -62248.592793668904 293.3751777617217 771 9:19
58.8% 3560000 -76439.23938117368 14599.028547346526 -61840.21083382716 302.4732926690286 771 9:18
58.9% 3565000 -76014.12640405032 14775.596778069928 -61238.52962598039 306.13156170757765 771 9:17
59.0% 3570000 -75864.3949742897 14788.524367443015 -61075.87060684668 306.3994049076419 771 9:16
59.1% 3575000 -76157.09410021733 14444.653159663316 -61712.44094055402 299.27483109549564 771 9:14
59.2% 3580000 -76255.99274003174 14279.77343352409 -61976.21930650765 295.85873299705304 771 9:13
59.3% 3585000 -76647.32084181617 14630.017158779245 -62017.303683036924 303.1153372615778 771 9:12
59.3% 3590000 -76637.68502440388 14225.529093793504 -62412.15593061037 294.73485930958435 771 9:11
59.4% 3595000 -76120.85349218284 14163.395350344248 -61957.45814183859 293.4475272171784 771 9:10
59.5% 3600000 -75952.70854114614 14518.7641325845 -61433.94440856164 300.81031614024886 771 9:09
59.6% 3605000 -76786.45998395458 14326.22004963662 -62460.239934317964 296.8210477745966 771 9:08
59.7% 3610000 -76408.60670570465 14334.885477996517 -62073.72122770813 297.00058442252526 771 9:07
59.8% 3615000 -76227.84918897052 14417.520030133635 -61810.32915883688 298.7126671814625 771 9:06
59.8% 3620000 -76063.62023105094 14441.745529983933 -61621.874701067005 299.2145887088099 771 9:04
59.9% 3625000 -75859.49967211622 14422.844933165303 -61436.654738950914 298.8229923957675 771 9:03
60.0% 3630000 -76200.82025528932 14457.010085238062 -61743.810170051256 299.5308508678892 771 9:02
60.1% 3635000 -76457.39585994117 14461.171127383297 -61996.22473255787 299.61706236576543 771 9:01
60.2% 3640000 -76083.02983946016 14470.247532852394 -61612.78230660776 299.8051139363842 771 9:00
60.2% 3645000 -76191.75998026272 14613.601116231232 -61578.15886403149 302.7752177511605 771 8:59
60.3% 3650000 -76432.46196872302 14831.676571317132 -61600.78539740588 307.29346365609894 771 8:58
60.4% 3655000 -76333.31402514795 14675.985664685419 -61657.32836046253 304.0677462040922 771 8:57
60.5% 3660000 -76539.16344824336 14416.292642675202 -62122.870805568156 298.68723727530613 771 8:55
60.6% 3665000 -76269.64688928562 14541.376369874213 -61728.27051941141 301.27881292039086 771 8:54
60.7% 3670000 -75857.33543958384 14545.581049028755 -61311.754390555085 301.36592852156707 770 8:53
60.7% 3675000 -76412.90583951541 14683.56699665703 -61729.338842858386 304.2248217544847 770 8:52
60.8% 3680000 -76273.63829667046 14231.192789958573 -62042.44550671188 294.8522038864628 770 8:51
60.9% 3685000 -75947.15437246692 14408.982026222195 -61538.172346244726 298.53577060594455 770 8:50
61.0% 3690000 -76527.249406686 14651.989554255388 -61875.25985243061 303.57057733361006 770 8:49
61.1% 3695000 -76211.3682370703 14356.172882989453 -61855.195354080846 297.44163236346947 770 8:48
61.2% 3700000 -76207.53174954304 15014.163216191118 -61193.36853335192 311.07435470403044 770 8:47
61.2% 3705000 -76456.79306987463 14575.344055722308 -61881.44901415233 301.98258014363444 770 8:45
61.3% 3710000 -76121.72786839589 14243.93311586721 -61877.79475252867 295.11616722585654 770 8:44
61.4% 3715000 -76322.66975497028 14510.083163644475 -61812.5865913258 300.6304575112769 770 8:43
61.5% 3720000 -76432.03702920374 14363.231926041008 -62068.80510316273 297.58788675210707 770 8:42
61.6% 3725000 -76076.20141004144 14311.24251767936 -61764.958892362076 296.5107323729604 770 8:41
61.7% 3730000 -75976.04353089008 14730.18837630464 -61245.855154585435 305.19075741006975 770 8:40
61.7% 3735000 -76398.81947622928 14400.159790160527 -61998.65968606876 298.3529851019898 770 8:39
61.8% 3740000 -76238.48992126671 14444.259008879333 -61794.23091238737 299.2666647928507 770 8:38
61.9% 3745000 -76328.49718157962 15035.96144162174 -61292.53573995788 311.5259861943696 770 8:37
62.0% 3750000 -76023.96887197308 14430.43110965963 -61593.53776231345 298.98016831850555 770 8:35
62.1% 3755000 -76155.83091115474 14352.483723159497 -61803.34718799524 297.36519766664486 770 8:34
62.1% 3760000 -76020.13600147319 14342.57962287295 -61677.55637860024 297.1599973127391 770 8:33
62.2% 3765000 -76066.08434001412 14389.894800352726 -61676.18953966139 298.1403075764743 770 8:32
62.3% 3770000 -76204.6355874888 14402.44682352591 -61802.188763962884 298.400369522825 770 8:31
62.4% 3775000 -76079.72345969063 14483.300298172015 -61596.42316151862 300.07555062276083 770 8:30
62.5% 3780000 -76788.47630408675 14540.72351400703 -62247.75279007973 301.26528657765203 770 8:29
62.6% 3785000 -76309.04614269877 14241.82933936252 -62067.216803336254 295.07257965396093 770 8:28
62.6% 3790000 -76396.02083808395 14870.31377470643 -61525.707063377515 308.0939773403337 770 8:27
62.7% 3795000 -76456.54629250927 14404.48923872176 -62052.05705378751 298.4426857664903 770 8:25
62.8% 3800000 -76379.36337217213 15045.285462092428 -61334.0779100797 311.7191680327046 770 8:24
62.9% 3805000 -76211.88183861562 14652.675245920624 -61559.206592694994 303.58478399229745 770 8:23
63.0% 3810000 -76354.66297330246 14286.844674260754 -62067.818299041704 296.00524010620336 770 8:22
63.1% 3815000 -75896.16325752455 14778.619201207835 -61117.54405631671 306.194182468637 770 8:21
63.1% 3820000 -75704.77409334542 14701.414934918614 -61003.35915842681 304.5946083218461 770 8:20
63.2% 3825000 -76087.95804027827 14443.845242126292 -61644.11279815198 299.2580920722903 770 8:19
63.3% 3830000 -76066.01311191937 14479.080809667252 -61586.93230225211 299.9881281906945 770 8:18
63.4% 3835000 -76609.80748333265 14202.266047961835 -62407.54143537082 294.25287860467677 770 8:17
63.5% 3840000 -76800.76451731473 14443.641967548509 -62357.12254976622 299.25388048172744 770 8:15
63.6% 3845000 -76075.27228398359 15009.685099343731 -61065.58718463986 310.9815738218373 770 8:14
63.6% 3850000 -76155.84683812092 14552.886303599958 -61602.960534520964 301.51728409956127 770 8:13
63.7% 3855000 -76366.27613375758 14510.223819155774 -61856.05231460181 300.6333717144718 770 8:12
63.8% 3860000 -76009.01956846756 14128.18084260432 -61880.838725863236 292.7179274310508 770 8:11
63.9% 3865000 -76249.70873610662 14346.647081860941 -61903.061654245685 297.2442698866918 770 8:10
64.0% 3870000 -75325.93197847021 14403.055976219328 -60922.87600225088 298.41299039142035 771 8:08
64.0% 3875000 -75859.68352335284 14058.934317612264 -61800.749205740576 291.2832275568566 771 8:07
64.1% 3880000 -76566.94072944995 14400.03056243011 -62166.91016701984 298.35030766787173 771 8:06
64.2% 3885000 -76123.18774949078 14433.657439957253 -61689.530309533526 299.0470137764204 771 8:05
64.3% 3890000 -75781.68230243167 14313.356956305632 -61468.32534612604 296.5545408504465 771 8:04
64.4% 3895000 -76267.79217363278 14230.133411897787 -62037.658761735 294.83025492121567 771 8:02
64.5% 3900000 -75878.24232290687 14488.119214605991 -61390.123108300875 300.175392438684 771 8:01
64.5% 3905000 -76320.46833190849 14515.715478539358 -61804.75285336913 300.7471519081732 771 8:00
64.6% 3910000 -76051.14270697747 14647.454655488322 -61403.688051489145 303.47662000230224 771 7:59
64.7% 3915000 -76403.13393803909 14242.305850333894 -62160.82808770519 295.0824523548764 771 7:58
64.8% 3920000 -76183.9663006072 14391.074055955596 -61792.89224465159 298.1647402518364 771 7:57
64.9% 3925000 -76333.19308359761 14260.495671484367 -62072.697412113244 295.4593223006129 771 7:56
65.0% 3930000 -76297.47123280785 14529.663464739739 -61767.80776806811 301.03613643193444 771 7:54
65.0% 3935000 -75797.22658104612 14330.98583635582 -61466.24074469031 296.91978881044287 771 7:53
65.1% 3940000 -76048.23409389897 14305.010625771798 -61743.223468127166 296.38161550338754 771 7:52
65.2% 3945000 -75604.66434028484 14290.751460619109 -61313.91287966573 296.0861837477432 771 7:51
65.3% 3950000 -75568.14988683173 14253.976477023456 -61314.173409808274 295.32425288775806 771 7:50
65.4% 3955000 -76131.32044781995 14367.171764503091 -61764.14868331686 297.6695151911738 771 7:49
65.5% 3960000 -76308.87445897545 14414.452388212629 -61894.42207076282 298.6491095447631 771 7:48
65.5% 3965000 -76096.07010663857 14741.552491650358 -61354.51761498821 305.42620741797555 771 7:47
65.6% 3970000 -76170.12339361862 14474.946057777617 -61695.177335841 299.9024613934572 771 7:46
65.7% 3975000 -76217.76402633489 14114.881366462367 -62102.88265987252 292.44237921040144 771 7:44
65.8% 3980000 -76641.8245016995 14302.265402154622 -62339.55909954489 296.3247379636316 771 7:43
65.9% 3985000 -76603.40625728981 14515.286040044706 -62088.1202172451 300.73825448907064 771 7:42
66.0% 3990000 -75990.82284265681 14543.687768618558 -61447.13507403825 301.3267021608705 771 7:41
66.0% 3995000 -76645.47402854855 14764.691333411407 -61880.78269513714 305.90561477260286 771 7:40
66.1% 4000000 -76156.12765717678 14349.318141420552 -61806.80951575623 297.2996108415568 771 7:39
66.2% 4005000 -76880.0582079625 14514.413038902321 -62365.64516906018 300.7201670163882 771 7:38
66.3% 4010000 -76167.89787174814 14421.442650546713 -61746.455221201424 298.7939388844656 771 7:37
66.4% 4015000 -76036.12628774377 14236.662256858153 -61799.46403088562 294.96552428013797 771 7:35
66.4% 4020000 -76061.118196316 14673.619487543863 -61387.49870877214 304.01872202493377 771 7:34
66.5% 4025000 -75777.03211713371 14408.417706559245 -61368.61441057447 298.5240786206856 771 7:33
66.6% 4030000 -76092.94296020613 14723.787694902408 -61369.15526530372 305.0581434369701 771 7:32
66.7% 4035000 -76149.29308790629 14899.783674902787 -61249.50941300351 308.70455616878866 771 7:31
66.8% 4040000 -76198.33145475524 14072.486440166631 -62125.845014588616 291.56401028965143 771 7:30
66.9% 4045000 -76103.85992663412 14362.3900945514 -61741.469832082716 297.5704450749634 771 7:29
66.9% 4050000 -76419.64643020264 14761.070784902602 -61658.57564530004 305.83060161503727 771 7:28
67.0% 4055000 -76260.6889659916 14620.817080515915 -61639.87188547569 302.92472334804944 771 7:27
67.1% 4060000 -76371.18721199095 14619.521557792867 -61751.665654198085 302.8978817659197 771 7:25
67.2% 4065000 -75866.40454176463 14387.889246667546 -61478.51529509708 298.0987550563999 771 7:24
67.3% 4070000 -76329.96571017464 14502.873318160073 -61827.09239201457 300.48107868814293 771 7:23
67.4% 4075000 -76227.24410680856 14376.704417887233 -61850.53968892133 297.86701963796787 771 7:22
67.4% 4080000 -75937.05001612112 15101.565874234975 -60835.48414188615 312.88522654942835 771 7:21
67.5% 4085000 -75874.7374888031 14325.69568155014 -61549.041807252965 296.8101835351594 771 7:20
67.6% 4090000 -76072.29539140537 14488.90435764356 -61583.39103376181 300.1916596032436 771 7:19
67.7% 4095000 -76263.27713924946 14509.021768003282 -61754.25537124618 300.6084667443314 771 7:18
67.8% 4100000 -76243.53919342758 14516.483743931489 -61727.055449496096 300.76306938939797 771 7:17
67.9% 4105000 -76491.7680318973 14444.519924603048 -62047.248107294254 299.27207063460276 771 7:15
67.9% 4110000 -75669.82688713331 14098.62591877778 -61571.20096835554 292.1055870211801 771 7:14
68.0% 4115000 -76499.00009668243 14832.13390633398 -61666.866190348446 307.30293905564014 771 7:13
68.1% 4120000 -76256.94800632482 14029.080285776221 -62227.8677205486 290.6646900096761 771 7:12
68.2% 4125000 -76523.2536568802 14321.726294035285 -62201.52736284492 296.7279428773236 771 7:11
68.3% 4130000 -76996.55679781073 14642.487163185771 -62354.06963462496 303.3736998834609 771 7:10
68.3% 4135000 -76065.28633855563 14568.357111238465 -61496.92922731716 301.8378195455666 771 7:09
68.4% 4140000 -75984.47669948898 14613.936863720697 -61370.539835768286 302.7821740118674 771 7:08
68.5% 4145000 -75948.03035197941 14330.575483498596 -61617.45486848081 296.91128682145927 771 7:07
68.6% 4150000 -76276.98389849241 14731.198587611489 -61545.78531088092 305.2116877027452 771 7:05
68.7% 4155000 -75747.95528360739 14415.278072119325 -61332.67721148806 298.66621666453835 771 7:04
68.8% 4160000 -75768.58091420968 14255.049298416761 -61513.53161579292 295.3464803817469 771 7:03
68.8% 4165000 -75708.43830132973 14620.65674262065 -61087.78155870909 302.9214013509067 771 7:02
68.9% 4170000 -76330.62442575955 14292.891115602499 -62037.733310157055 296.13051467605817 771 7:01
69.0% 4175000 -76351.34405923207 14533.414212209218 -61817.92984702285 301.113847146273 771 7:00
69.1% 4180000 -76368.63318438157 14370.574534472627 -61998.05864990894 297.74001625455236 771 6:59
69.2% 4185000 -76553.66904588416 14475.602223968812 -62078.06682191535 299.91605632189675 771 6:58
69.3% 4190000 -76252.91201494998 14728.50816536941 -61524.40384958057 305.1559455777407 771 6:57
69.3% 4195000 -76255.53399463963 14446.34100864334 -61809.192985996284 299.3098011783926 771 6:56
69.4% 4200000 -76159.07156656521 14210.367092857565 -61948.70447370764 294.4207219454665 770 6:54
69.5% 4205000 -76401.6384919768 14777.216164414946 -61624.42232756186 306.16511333180335 770 6:53
69.6% 4210000 -76271.43368328584 14341.673708733102 -61929.75997455274 297.1412279246345 770 6:52
69.7% 4215000 -76373.00130546412 14493.350860957362 -61879.650444506755 300.2837854932525 770 6:51
69.8% 4220000 -76481.76758883739 14925.963304460449 -61555.80428437694 309.24696477683267 770 6:50
69.8% 4225000 -76586.63271434522 14427.891770777 -62158.74094356822 298.92755644843896 770 6:49
