#"Progress (%)" "Step" "Potential Energy (kJ/mole)" "Kinetic Energy (kJ/mole)" "Total Energy (kJ/mole)" "Temperature (K)" "Speed (ns/day)" "Time Remaining"
23.0% 1390000 -76542.3532962134 14225.53150005989 -62316.82179615351 294.73490916436157 775 17:18
23.1% 1395000 -76905.46315552833 14698.766122596686 -62206.69703293164 304.539728301434 775 17:17
23.1% 1400000 -75723.80156510974 14697.86817894615 -61025.93338616359 304.5211240517246 775 17:16
23.2% 1405000 -76278.19661300376 14535.89487928563 -61742.30173371813 301.16524341118094 775 17:15
23.3% 1410000 -75660.49788064645 14590.839266766032 -61069.65861388042 302.30362119713993 775 17:14
23.4% 1415000 -76381.49025689179 14119.462393651313 -62262.02786324048 292.53729226390726 775 17:13
23.5% 1420000 -76423.2990538034 14559.353939410186 -61863.945114393224 301.6512852827879 775 17:12
23.6% 1425000 -76141.06893586976 14719.641632482624 -61421.42730338713 304.9722422999419 775 17:11
23.6% 1430000 -76199.52616881704 14731.45553810643 -61468.070630710616 305.2170113900033 775 17:10
23.7% 1435000 -75819.68450623947 14267.363395301536 -61552.32111093793 295.6016127981884 775 17:09
23.8% 1440000 -76215.44350861665 14677.6327383038 -61537.81077031285 304.10187147338695 774 17:08
23.9% 1445000 -76367.57821210734 14533.960475782626 -61833.61773632472 301.12516503233496 774 17:07
24.0% 1450000 -76308.7920335829 14484.198919957456 -61824.59311362544 300.0941689225624 774 17:06
24.0% 1455000 -76420.83496403704 14404.289350902087 -62016.54561313496 298.4385443452453 774 17:05
24.1% 1460000 -75921.52617869484 14331.309327293311 -61590.21685140153 296.92649113099077 774 17:04
24.2% 1465000 -76594.36320802823 14366.915190720101 -62227.448017308125 297.664199308908 774 17:03
24.3% 1470000 -76173.67572396994 14554.147707102637 -61619.5280168673 301.5434187748653 774 17:02
24.4% 1475000 -76463.77600622692 14379.085828151592 -62084.69017807533 297.91635942804504 774 17:01
24.5% 1480000 -76575.01242317908 14192.026817600023 -62382.98560557906 294.04073478210046 774 17:00
24.5% 1485000 -76602.28889660638 14089.327185330685 -62512.96171127569 291.91292909779344 774 16:59
24.6% 1490000 -76651.81630616332 14392.777098792034 -62259.03920737129 298.20002513210244 774 16:58
24.7% 1495000 -76331.32702358945 14434.673252331639 -61896.65377125781 299.06806011608734 774 16:57
24.8% 1500000 -76233.57002771682 14643.03781214512 -61590.5322155717 303.38510862913864 774 16:56
24.9% 1505000 -76256.10792479059 14587.801868405542 -61668.306056385045 302.2406901685262 773 16:55
25.0% 1510000 -76293.10635446676 14183.100497846972 -62110.005856619784 293.85579279651796 773 16:54
25.0% 1515000 -76782.69254700493 14397.57842079076 -62385.114126214175 298.2995024137181 773 16:53
25.1% 1520000 -76766.31811223374 14501.19559767293 -62265.12251456081 300.4463184547289 773 16:52
25.2% 1525000 -76006.33929497498 14692.577473266929 -61313.76182170805 304.41150736304246 773 16:51
25.3% 1530000 -76462.3412283774 14258.257321774054 -62204.08390660334 295.41294654315567 773 16:50
25.4% 1535000 -76064.69907313121 14358.353500668865 -61706.34557246235 297.48681198671665 773 16:49
25.5% 1540000 -76597.81785534657 14460.068561862307 -62137.74929348426 299.5942186113035 773 16:48
25.5% 1545000 -76307.70087432375 14366.529490941695 -61941.171383382054 297.6562081003438 773 16:47
25.6% 1550000 -76415.69626792363 14630.543417432315 -61785.152850491315 303.12624067114876 773 16:46
25.7% 1555000 -76524.38844237261 14326.4502037685 -62197.93823860411 296.82581627531323 773 16:45
25.8% 1560000 -76334.99155682471 14316.792109455917 -62018.199447368796 296.62571285211897 773 16:43
25.9% 1565000 -76100.32049530506 14552.927254562084 -61547.393240742975 301.518132551382 773 16:42
26.0% 1570000 -75951.00341961582 14528.182715671126 -61422.8207039447 301.005457195645 773 16:41
26.0% 1575000 -76461.12051600812 14527.96564592136 -61933.15487008676 301.00095978667446 773 16:40
26.1% 1580000 -76407.94654896065 14622.314782168818 -61785.631766791834 302.9557538203113 773 16:39
26.2% 1585000 -76066.12397322305 14283.371949172071 -61782.75202405098 295.93328966178154 773 16:38
26.3% 1590000 -76253.20237080798 14365.011322990036 -61888.19104781794 297.6247535924172 773 16:37
26.4% 1595000 -75870.89666290459 14335.072333710601 -61535.82432919399 297.0044558351271 773 16:36
26.4% 1600000 -76917.09100022345 14241.38907008444 -62675.701930139 295.06345783480907 772 16:35
26.5% 1605000 -76674.8469130881 14536.848618831285 -62137.99829425682 301.1850036808309 772 16:34
26.6% 1610000 -76654.88042694773 14343.478223899168 -62311.40220304856 297.178615182436 772 16:33
26.7% 1615000 -76217.62290596901 14715.401704427935 -61502.22120154108 304.8843963864127 772 16:32
26.8% 1620000 -76551.66043617282 14770.046231168892 -61781.614205003934 306.01656143945536 772 16:31
26.9% 1625000 -76540.23909315372 14374.958548207285 -62165.280544946436 297.83084744000604 772 16:30
26.9% 1630000 -76258.0957013738 14539.380231667656 -61718.715469706134 301.23745547705124 772 16:29
27.0% 1635000 -76585.14937312916 14751.125398609882 -61834.023974519274 305.6245458676245 772 16:28
27.1% 1640000 -76512.05370758037 14601.380339335263 -61910.67336824511 302.5220188061273 772 16:26
27.2% 1645000 -75996.17108605505 14571.082695677218 -61425.08839037783 301.89429018653857 772 16:25
27.3% 1650000 -76666.99603238901 14424.48926301831 -62242.5067693707 298.8570608177355 772 16:24
27.4% 1655000 -76013.91918065821 14292.620281161666 -61721.29889949654 296.12490333111003 772 16:23
27.4% 1660000 -75987.4120474365 14650.932031051208 -61336.48001638529 303.5486667986313 773 16:21
27.5% 1665000 -76159.3949709365 14614.780207190279 -61544.61476374622 302.799647015312 773 16:20
27.6% 1670000 -76614.67130789004 14185.61318703087 -62429.05812085916 293.9078525187415 773 16:18
27.7% 1675000 -76297.98947560796 14466.776717044664 -61831.2127585633 299.733203049834 774 16:17
27.8% 1680000 -76013.35981987754 14655.891865879927 -61357.46795399762 303.65142826435977 774 16:15
27.9% 1685000 -76498.2082831527 14044.105142370778 -62454.10314078192 290.9759859175714 774 16:14
27.9% 1690000 -76838.30299906373 14358.063783277743 -62480.23921578599 297.48080941106906 775 16:12
28.0% 1695000 -76400.9815918333 14491.359340266827 -61909.62225156648 300.2425237189685 775 16:11
28.1% 1700000 -76435.68268547067 14392.291854738307 -62043.390830732365 298.1899714928344 775 16:09
28.2% 1705000 -76846.44587789499 14583.413327182387 -62263.0325507126 302.14976517927255 775 16:08
28.3% 1710000 -76837.09707461132 14850.006500231726 -61987.09057437959 307.6732364564059 775 16:07
28.3% 1715000 -76472.4276166754 14455.156794959514 -62017.27082171589 299.49245305182865 775 16:06
28.4% 1720000 -76079.71747998305 14292.660722938357 -61787.056757044695 296.1257412332566 775 16:05
28.5% 1725000 -75735.3780795408 14427.575769105855 -61307.80231043494 298.9210092959589 775 16:04
28.6% 1730000 -76450.45482892057 14253.14316641145 -62197.31166250912 295.30698775235453 775 16:03
28.7% 1735000 -76389.60600714765 14507.702228722175 -61881.903778425476 300.5811275696824 775 16:02
28.8% 1740000 -76504.7841300004 14300.818271812212 -62203.96585818818 296.29475526456565 775 16:01
28.8% 1745000 -75972.91388579845 14291.32104562222 -61681.59284017623 296.09798482414953 775 16:00
28.9% 1750000 -76504.7975940512 14525.346123146084 -61979.451470905115 300.9466866083949 775 15:58
29.0% 1755000 -76036.94839599327 14764.095734204806 -61272.85266178846 305.89327471500604 775 15:57
29.1% 1760000 -76518.74953093284 14974.96730887281 -61543.78222206003 310.2622653853974 775 15:56
29.2% 1765000 -76201.3524017592 14425.662381668615 -61775.69002009058 298.8813663432503 775 15:55
29.3% 1770000 -76471.11326494068 14577.65061639738 -61893.4626485433 302.03036914547573 775 15:54
29.3% 1775000 -76435.00481051885 14550.222280661601 -61884.78252985724 301.4620889345338 775 15:53
29.4% 1780000 -76356.42258379946 14464.0158855419 -61892.40669825756 299.6760021345513 775 15:52
29.5% 1785000 -76220.82045113639 14197.295862110213 -62023.52458902617 294.14990267892654 774 15:51
29.6% 1790000 -76275.01273693648 14611.087974836564 -61663.924762099916 302.7231486597053 774 15:50
29.7% 1795000 -76295.25179341684 14406.72329150044 -61888.5285019164 298.48897249699235 774 15:49
29.8% 1800000 -76179.6020318454 14338.088319897359 -61841.513711948035 297.0669432307503 774 15:48
29.8% 1805000 -76070.1660646802 14628.3037852103 -61441.862279469904 303.0798383416812 774 15:47
29.9% 1810000 -76668.18847155743 14642.875540401437 -62025.31293115599 303.3817465651178 774 15:46
30.0% 1815000 -76200.07888232238 14710.307043308492 -61489.77183901389 304.77884149152135 774 15:45
30.1% 1820000 -76249.62509501248 14073.881105430983 -62175.7439895815 291.5929059790674 774 15:44
30.2% 1825000 -76829.35836564565 14607.207098761222 -62222.15126688442 302.6427418462559 774 15:43
30.2% 1830000 -75974.62554352306 14667.519535898715 -61307.106007624345 303.89233878969 774 15:42
30.3% 1835000 -76245.20917284137 14377.229424560122 -61867.97974828124 297.8778971081028 774 15:41
30.4% 1840000 -76481.53122642315 14571.08336562556 -61910.44786079759 301.89430406701564 774 15:40
30.5% 1845000 -76179.5279729414 14687.64883681312 -61491.879136128286 304.3093922879388 774 15:39
30.6% 1850000 -76115.61081707312 14522.226679547442 -61593.384137525674 300.88205570685807 774 15:38
30.7% 1855000 -76416.10635312644 14342.529525919883 -62073.576827206554 297.15895936762536 774 15:36
30.7% 1860000 -76377.38553659384 14477.201222073943 -61900.184314519895 299.9491855277383 774 15:35
30.8% 1865000 -75864.14704603195 14286.2212351781 -61577.925810853856 295.99232324180394 774 15:34
30.9% 1870000 -76074.05126381935 14517.321604966255 -61556.72965885309 300.7804288037702 774 15:33
31.0% 1875000 -75871.48819023075 14351.479417653183 -61520.00877257757 297.3443897346407 774 15:32
31.1% 1880000 -76273.29138114117 14635.828038299955 -61637.46334284122 303.2357312902785 773 15:31
31.2% 1885000 -76373.42834299325 14312.139060178735 -62061.28928281452 296.5293075926008 773 15:30
31.2% 1890000 -75743.16500014142 14157.191837263326 -61585.9731628781 293.31899832077846 773 15:29
31.3% 1895000 -76446.34697451381 14668.81985616751 -61777.527118346305 303.9192797708622 773 15:28
31.4% 1900000 -76391.30788337777 14611.13537153939 -61780.17251183838 302.72413065907045 773 15:27
31.5% 1905000 -76161.28947082872 14254.83096431749 -61906.45850651123 295.3419567770636 773 15:26
31.6% 1910000 -76281.47317692816 14363.619912413767 -61917.8532645144 297.59592533599636 773 15:25
31.7% 1915000 -76108.47753427434 14492.472730958 -61616.00480331634 300.26559175718046 773 15:24
31.7% 1920000 -76278.7673103298 14225.333984620902 -62053.4333257089 294.7308168958254 773 15:23
31.8% 1925000 -76377.92138301398 14852.565462430272 -61525.35592058371 307.7262548966055 773 15:22
31.9% 1930000 -76547.43611118034 14460.154803736747 -62087.2813074436 299.5960054331899 773 15:21
32.0% 1935000 -75766.207967936 14640.829233467472 -61125.37873446853 303.3393496895914 773 15:20
32.1% 1940000 -76353.25135875485 14514.207683251065 -61839.04367550378 300.7159123086313 773 15:19
32.1% 1945000 -76182.46327684366 14711.612121211845 -61470.85115563181 304.805881044827 773 15:18
32.2% 1950000 -76112.41262876726 14649.0603377115 -61463.35229105575 303.5098876945634 773 15:17
32.3% 1955000 -76581.18998428446 14064.350968192033 -62516.839016092425 291.3954536635997 773 15:15
32.4% 1960000 -76396.98365592741 14465.691553576573 -61931.29210235084 299.7107198437622 773 15:14
32.5% 1965000 -76424.56215361407 14965.9329003386 -61458.62925327547 310.0750839378239 773 15:13
32.6% 1970000 -76073.48465854279 14694.122339456018 -61379.362319086766 304.4435150244722 773 15:12
32.6% 1975000 -75738.07402504495 14367.019879887242 -61371.0541451577 297.66636833522296 773 15:11
32.7% 1980000 -76394.1429516937 14563.967886649567 -61830.17506504414 301.7468803978444 773 15:10
32.8% 1985000 -76244.39108849704 14407.117730516686 -61837.27335798035 298.4971447714429 773 15:09
32.9% 1990000 -76151.97579245885 14506.433019476062 -61645.542772982786 300.554831169308 773 15:08
33.0% 1995000 -76211.6109167843 14625.278046386853 -61586.33287039744 303.017148883837 773 15:07
33.1% 2000000 -76629.52287961924 14601.914127407514 -62027.60875221172 302.53307821568166 773 15:05
33.1% 2005000 -76024.13539303752 14140.571939626992 -61883.56345341053 292.9746551923586 773 15:04
33.2% 2010000 -76559.18187875891 14149.130743292202 -62410.05113546671 293.1519827123047 773 15:03
33.3% 2015000 -76213.01939817407 14481.818008782804 -61731.201389391266 300.0448394729888 773 15:02
33.4% 2020000 -76541.54031549783 14474.553388450504 -62066.98692704732 299.89432578471326 772 15:01
33.5% 2025000 -76399.15708607693 14312.26730115859 -62086.88978491834 296.531964582503 772 15:00
33.6% 2030000 -76532.9855969865 14380.278698286034 -62152.70689870047 297.94107417917525 772 14:59
33.6% 2035000 -76182.87254866133 14568.945826391231 -61613.926722270095 301.85001697432864 772 14:58
33.7% 2040000 -76363.11715302317 14752.660829665572 -61610.45632335759 305.6563580450975 772 14:57
33.8% 2045000 -76594.49985997581 14482.565017586841 -62111.93484238897 300.06031654475953 772 14:56
33.9% 2050000 -75936.45462661481 14352.260845178704 -61584.19378143611 297.360579918519 772 14:54
34.0% 2055000 -75945.63488156049 14427.4244711628 -61518.21041039769 298.91787459512165 772 14:53
34.0% 2060000 -76351.40680286573 14917.79391996712 -61433.61288289861 309.0777055265502 772 14:52
34.1% 2065000 -76195.57072029135 14191.980636803062 -62003.590083488285 294.0397779747575 772 14:51
34.2% 2070000 -76590.28777705069 14201.028520371834 -62389.25925667885 294.22723860789876 772 14:50
34.3% 2075000 -76511.8205673387 14127.312524601779 -62384.50804273692 292.69993698706605 772 14:49
34.4% 2080000 -76473.75409780674 14502.804240795977 -61970.94985701077 300.47964749306726 772 14:48
34.5% 2085000 -76180.593767783 14372.672067816095 -61807.9216999669 297.78347447609247 772 14:47
34.5% 2090000 -76330.88177786965 14405.675985375636 -61925.205792494016 298.46727364689593 772 14:46
34.6% 2095000 -76225.80211833696 14443.33327039236 -61782.4688479446 299.2474846695023 772 14:45
34.7% 2100000 -76330.20027343938 14381.60846672427 -61948.59180671511 297.96862528894235 772 14:44
34.8% 2105000 -76351.26909703163 14697.703980424289 -61653.565116607344 304.5177220673119 772 14:43
34.9% 2110000 -76649.35842971488 14653.920357033736 -61995.43807268114 303.6105811100235 772 14:42
35.0% 2115000 -76367.6354080254 14618.239666543968 -61749.39574148143 302.8713226105868 772 14:41
35.0% 2120000 -76892.45883271037 14729.267485911358 -62163.19134679901 305.17167773305283 772 14:40
35.1% 2125000 -76307.28704508708 14255.43084272661 -62051.856202360475 295.35438549429085 772 14:38
35.2% 2130000 -76501.4205305072 14703.102382530446 -61798.31814797675 304.629570088905 772 14:37
35.3% 2135000 -76204.81542558118 14300.80066994751 -61904.014755633674 296.2943905763293 772 14:36
35.4% 2140000 -76303.36152547097 13995.19880574565 -62308.162719725326 289.9627088612654 771 14:35
35.5% 2145000 -76529.09223001587 14588.307807421683 -61940.78442259419 302.25117258107895 771 14:34
35.5% 2150000 -76563.61274656483 14456.504836835407 -62107.10790972943 299.5203827639691 771 14:33
35.6% 2155000 -76599.42888058221 14609.884808524741 -61989.54407205747 302.69822058488273 771 14:32
35.7% 2160000 -76127.45194409651 14537.777068347716 -61589.674875748795 301.20423997325963 771 14:31
35.8% 2165000 -76247.52459179435 14190.047932340985 -62057.47665945337 293.9997347978773 771 14:30
35.9% 2170000 -76239.81591690604 14717.720413226501 -61522.095503679535 304.93243708191295 771 14:29
36.0% 2175000 -76685.82271766526 14316.392513507608 -62369.43020415765 296.61743373259884 771 14:28
36.0% 2180000 -76241.83443940373 14611.40103703599 -61630.43340236774 302.7296349100721 771 14:27
36.1% 2185000 -76027.59886967736 14213.008836778907 -61814.59003289845 294.4754555176138 771 14:26
36.2% 2190000 -76344.38871644759 14651.764868860146 -61692.62384758744 303.5659221381569 771 14:25
36.3% 2195000 -76324.76199420844 14675.272240354163 -61649.48975385428 304.05296495985766 771 14:23
36.4% 2200000 -76422.4816828099 14436.390934327004 -61986.09074848289 299.1036483010965 771 14:22
36.4% 2205000 -76659.4672947472 14552.803192370442 -62106.66410237676 301.5155621406536 771 14:21
36.5% 2210000 -76103.43287684696 14736.6143352703 -61366.81854157666 305.32389510211516 772 14:20
36.6% 2215000 -76562.13546494616 14484.862889027752 -62077.2725759184 300.10792551672694 772 14:18
36.7% 2220000 -76264.67732620181 14481.721849715595 -61782.95547648621 300.042847179489 772 14:17
36.8% 2225000 -76091.23557210794 14308.975440762953 -61782.260131344985 296.46376142435133 772 14:15
36.9% 2230000 -76449.61577199692 14706.937835729776 -61742.677936267144 304.7090357981689 773 14:14
36.9% 2235000 -75981.69312834015 14356.190690371886 -61625.502437968265 297.4420013097716 773 14:13
37.0% 2240000 -76027.94947299644 14518.508118544956 -61509.44135445148 300.8050118551549 773 14:11
37.1% 2245000 -76380.50788011253 14196.984010495931 -62183.523869616605 294.1434415103433 773 14:10
37.2% 2250000 -76778.24878551764 14570.933919115207 -62207.314866402434 301.8912077255079 773 14:08
37.3% 2255000 -75782.70232752456 14563.369932716807 -61219.33239480775 301.73449155331815 773 14:07
37.4% 2260000 -76564.21665897768 14343.24445976321 -62220.97219921446 297.1737718870289 773 14:06
37.4% 2265000 -76561.68286045102 14475.211489541587 -62086.471370909436 299.9079608018162 773 14:05
37.5% 2270000 -76635.55411114605 14154.096896321755 -62481.457214824295 293.25487508311386 773 14:04
37.6% 2275000 -76294.01903593552 14533.29680101042 -61760.722234925095 301.1114145356523 773 14:03
37.7% 2280000 -76038.972085469 14610.641911527486 -61428.33017394151 302.71390679560466 773 14:02
37.8% 2285000 -75898.41215369562 14353.057301017312 -61545.35485267831 297.3770814699194 773 14:01
37.9% 2290000 -76298.67481728879 14278.843967608038 -62019.83084968075 295.8394756461177 773 14:00
37.9% 2295000 -76247.17488707797 14590.911493694086 -61656.26339338388 302.30511764717266 773 13:59
38.0% 2300000 -76578.7524860787 14265.295985499448 -62313.45650057925 295.5587786980902 773 13:58
38.1% 2305000 -76176.6828891623 14537.70587610325 -61638.97701305905 301.2027649605541 773 13:57
38.2% 2310000 -76160.59412843575 14811.180773155324 -61349.41335528043 306.868816801291 773 13:56
38.3% 2315000 -76274.17080285266 14280.281188881976 -61993.889613970685 295.8692530418952 773 13:54
38.3% 2320000 -76436.56768667742 14617.414745758995 -61819.15294091842 302.85423130172245 773 13:53
38.4% 2325000 -76793.74281732118 14405.545840189088 -62388.196977132095 298.4645772042544 773 13:52
38.5% 2330000 -76262.6919828424 14594.979185747343 -61667.71279709505 302.3893950499411 773 13:51
38.6% 2335000 -75826.17482192609 14434.597768258189 -61391.577053667905 299.06649618214703 773 13:50
38.7% 2340000 -76191.90488891947 14650.157489019057 -61541.747399900414 303.5326192734131 773 13:49
38.8% 2345000 -76134.76251989353 14442.65463544453 -61692.107884449 299.23342421701915 773 13:48
38.8% 2350000 -75881.73119340088 14477.349404433668 -61404.38178896721 299.95225567765374 773 13:47
38.9% 2355000 -76241.6916148458 14614.227854506067 -61627.46376033973 302.7882029706233 773 13:46
39.0% 2360000 -76080.66998012128 14566.775392137639 -61513.89458798364 301.8050483387049 773 13:45
39.1% 2365000 -76287.85330378114 13990.233571040635 -62297.61973274051 289.859835516972 773 13:44
39.2% 2370000 -75986.50811579623 14593.7493266585 -61392.758789137726 302.3639139347481 772 13:43
39.3% 2375000 -76600.0029666696 14339.005930906857 -62260.997035762746 297.0859549631085 772 13:42
39.3% 2380000 -76002.33146184974 14522.333448385441 -61479.9980134643 300.8842678213066 772 13:41
39.4% 2385000 -76217.94452271148 14383.692375817334 -61834.25214689414 298.01180123335246 772 13:39
39.5% 2390000 -75900.38496498474 14512.604576344525 -61387.78038864021 300.6826979736535 772 13:38
39.6% 2395000 -76226.42393559673 14842.812469688755 -61383.611465907976 307.52418529873216 772 13:37
39.7% 2400000 -76340.68686850213 14259.537016744362 -62081.14985175777 295.43946019439113 772 13:36
39.8% 2405000 -75802.63807841 14503.790769869165 -61298.84730854084 300.50008711999953 772 13:35
39.8% 2410000 -76435.6021434383 14608.819427753342 -61826.78271568496 302.67614725111076 772 13:34
39.9% 2415000 -76499.55443173654 14408.973189217495 -62090.581242519045 298.5355875144532 772 13:33
40.0% 2420000 -76566.47952619943 14464.347789132915 -62102.13173706651 299.6828787545742 772 13:32
40.1% 2425000 -76258.13372593815 14208.821563187852 -62049.3121627503 294.38870053756256 772 13:31
40.2% 2430000 -75934.4464583425 14649.660366676075 -61284.78609166642 303.52231953110805 772 13:30
40.2% 2435000 -76315.42311804995 14450.123599636805 -61865.29951841314 299.3881716500239 772 13:29
40.3% 2440000 -76395.38446842963 14721.421666620645 -61673.962801808986 305.00912234199706 772 13:28
40.4% 2445000 -76484.82721969234 14462.749149493087 -62022.07807019925 299.64975697567763 772 13:27
40.5% 2450000 -76232.87575571549 14363.498541046367 -61869.37721466912 297.59341067572194 772 13:25
40.6% 2455000 -76360.40091212321 14350.011479880708 -62010.389432242504 297.3139759321035 772 13:24
40.7% 2460000 -76570.03171365199 14488.582030090723 -62081.449683561266 300.1849813865452 772 13:23
40.7% 2465000 -76415.38664937328 14308.103075891855 -62107.28357348142 296.4456871344002 772 13:22
40.8% 2470000 -76361.78857939187 14403.386181114098 -61958.40239827777 298.41983181661874 772 13:21
40.9% 2475000 -76819.56152064228 14598.088333464173 -62221.47318717811 302.45381263390937 772 13:20
41.0% 2480000 -75907.94461844377 14059.597748261673 -61848.3468701821 291.2969729956256 772 13:19
41.1% 2485000 -76077.70096930719 14475.49178684463 -61602.20918246256 299.9137682052268 772 13:18
41.2% 2490000 -76673.9215744188 14504.60776717871 -62169.31380724009 300.51701426453644 772 13:17
41.2% 2495000 -75867.40130879128 14164.002724969334 -61703.39858382194 293.4601112464607 772 13:16
41.3% 2500000 -76114.64110802255 14716.428553272919 -61398.21255474963 304.9056713877053 772 13:15
41.4% 2505000 -76239.18031706978 14611.84504998456 -61627.33526708522 302.7388342933123 772 13:13
41.5% 2510000 -76030.46389388463 14368.116532396501 -61662.34736148813 297.6890895796067 772 13:12
41.6% 2515000 -76183.16432072924 14326.590544857196 -61856.57377587204 296.82872396407197 772 13:11
41.7% 2520000 -76416.5880279874 14658.787054751516 -61757.80097323588 303.71141289334025 772 13:10
41.7% 2525000 -76154.9683998741 14241.47242848739 -61913.49597138671 295.06518491483564 771 13:09
41.8% 2530000 -76254.84829302822 14245.243385081785 -62009.604907946436 295.1433143365242 771 13:08
41.9% 2535000 -76377.04804106617 14576.724033122251 -61800.32400794392 302.0111715191918 771 13:07
42.0% 2540000 -76843.6938420097 14423.70250138761 -62419.99134062209 298.84076011798606 771 13:06
42.1% 2545000 -76573.65410045994 14515.139630732952 -62058.514469726986 300.7352210744527 771 13:05
42.1% 2550000 -76306.24212282494 14524.399064219368 -61781.84305860558 300.9270647526675 771 13:04
42.2% 2555000 -76213.39855864903 14590.84797561321 -61622.55058303582 302.30380163337054 771 13:02
42.3% 2560000 -76303.75792725908 14484.365513145109 -61819.39241411397 300.09762052140286 771 13:01
42.4% 2565000 -76690.94989444692 14658.959203396387 -62031.99069105054 303.7149795941844 771 13:00
42.5% 2570000 -76802.98885109351 14458.767407251362 -62344.22144384215 299.5672603436238 771 12:59
42.6% 2575000 -76135.05348708919 14528.314751510383 -61606.7387355788 301.00819281020466 771 12:58
42.6% 2580000 -76590.0183474907 14728.118366591254 -61861.89998089944 305.14786944311805 771 12:57
42.7% 2585000 -76303.53894172565 14521.24631082952 -61782.29263089613 300.8617437146472 771 12:56
42.8% 2590000 -76260.9886898149 14641.126826863614 -61619.861862951286 303.34551544603994 771 12:55
42.9% 2595000 -76365.30960308872 14614.923661639756 -61750.38594144897 302.802619208944 771 12:54
43.0% 2600000 -76124.85980736492 14370.54374779618 -61754.31605956874 297.7393783937957 771 12:53
43.1% 2605000 -75813.04780312876 14498.96509266407 -61314.082710464696 300.40010522950257 771 12:52
43.1% 2610000 -76610.45457278311 14746.561338164816 -61863.8932346183 305.52998434345994 771 12:51
43.2% 2615000 -76258.79729237175 14409.001873647987 -61849.79541872376 298.53618181934894 771 12:50
43.3% 2620000 -76319.5526848177 14434.620817286142 -61884.93186753155 299.06697372867393 771 12:48
43.4% 2625000 -76342.35674051207 14636.544680045099 -61705.81206046697 303.2505791952343 771 12:47
43.5% 2630000 -75987.52438582611 14586.858113260068 -61400.66627256604 302.22113676294185 771 12:46
43.6% 2635000 -76439.54541200408 14109.10565143263 -62330.43976057145 292.3227137452031 771 12:45
43.6% 2640000 -76483.62315956404 14497.988082504966 -61985.63507705908 300.3798628223563 771 12:44
43.7% 2645000 -76978.09563021525 14342.510718816495 -62635.58491139875 297.1585697083772 771 12:43
43.8% 2650000 -75845.48879747602 14308.63821660652 -61536.850580869504 296.456774568984 771 12:42
43.9% 2655000 -75976.73926505254 14267.3219430499 -61709.41732200264 295.6007539602869 771 12:41
44.0% 2660000 -75979.97454813893 14371.323183671644 -61608.65136446728 297.75552731321943 771 12:40
44.0% 2665000 -76030.22943024263 14365.822682589163 -61664.40674765347 297.64156393076894 771 12:39
44.1% 2670000 -76076.67011955827 14057.474229577732 -62019.19588998054 291.25297639089996 771 12:38
44.2% 2675000 -76272.10319253404 14366.933719342169 -61905.16947319187 297.66458319837756 770 12:36
44.3% 2680000 -76253.58988680878 14539.92643386988 -61713.663452938905 301.24877209158035 770 12:35
44.4% 2685000 -76376.49920421615 14634.80458683253 -61741.69461738362 303.2145266783254 770 12:34
44.5% 2690000 -76226.50668740105 14708.053380524547 -61518.4533068765 304.732148466666 770 12:33
44.5% 2695000 -76398.4836957542 14935.828673762338 -61462.65502199186 309.4513626740257 770 12:32
44.6% 2700000 -75986.84929876446 14230.718152494708 -61756.13114626975 294.8423700022387 770 12:31
44.7% 2705000 -76618.78595050113 14285.257345861597 -62333.528604639534 295.9723526818187 770 12:30
44.8% 2710000 -75797.02645708038 14540.110472141583 -61256.9159849388 301.2525851303616 770 12:29
44.9% 2715000 -76178.7160261329 14498.639959416438 -61680.07606671646 300.3933688823786 770 12:28
45.0% 2720000 -76308.804072661 14535.574204104196 -61773.22986855681 301.1585994295152 770 12:27
45.0% 2725000 -76049.5975527193 14878.301922468392 -61171.2956302509 308.2594815961854 770 12:25
45.1% 2730000 -76685.46172078158 14341.010144194417 -62344.45157658716 297.1274797118501 770 12:24
45.2% 2735000 -76219.86255679374 14521.989432757255 -61697.87312403649 300.87714025528743 770 12:23
45.3% 2740000 -76076.59980115326 14373.331235050871 -61703.26856610239 297.79713158233596 770 12:22
45.4% 2745000 -75906.581367407 14340.2825459397 -61566.298821467295 297.1124048019593 770 12:21
45.5% 2750000 -76634.37240924258 14547.968608516581 -62086.403800726 301.4153957157289 770 12:20
45.5% 2755000 -76364.81920852813 14392.86950819594 -61971.949700332196 298.2019397373504 770 12:19
45.6% 2760000 -75832.1977434236 14470.373517871338 -61361.824225552264 299.8077241856472 771 12:17
45.7% 2765000 -76050.04453505954 14572.46130601583 -61477.58322904371 301.9228532383249 771 12:16
45.8% 2770000 -76648.98773716381 14232.05716809638 -62416.93056906744 294.87011270146417 771 12:15
45.9% 2775000 -76781.53261123318 14247.624305016956 -62533.908306216224 295.1926439676046 771 12:13
46.0% 2780000 -75767.23987236977 14507.892413456953 -61259.34745891282 300.58506795535646 771 12:12
46.0% 2785000 -76262.2962902704 14666.165877065278 -61596.13041320512 303.86429270133743 772 12:11
46.1% 2790000 -76092.0069689966 14584.269112892029 -61507.73785610458 302.16749597009715 772 12:09
46.2% 2795000 -76317.26660050044 14414.483386075617 -61902.783214424824 298.6497517810361 772 12:08
46.3% 2800000 -76117.97515277051 14851.07710788795 -61266.89804488256 307.6954180845796 772 12:07
46.4% 2805000 -75956.8570111576 14391.559961368523 -61565.29704978908 298.17480759362536 772 12:06
