#"Progress (%)" "Step" "Potential Energy (kJ/mole)" "Kinetic Energy (kJ/mole)" "Total Energy (kJ/mole)" "Temperature (K)" "Speed (ns/day)" "Time Remaining"
23.3% 1410000 -75464.48934926637 14299.870251651804 -61164.619097614566 296.2751134932995 776 17:13
23.4% 1415000 -76133.9239131941 14508.90284390999 -61625.02106928411 300.6060027884621 776 17:12
23.5% 1420000 -76597.7370470388 14842.295958743334 -61755.44108829546 307.5134838492587 776 17:11
23.6% 1425000 -76296.85637738 14267.539062940115 -62029.31731443988 295.6052524081038 776 17:10
23.6% 1430000 -76139.68235163674 14246.714521157353 -61892.96783047939 295.1737944038313 776 17:09
23.7% 1435000 -76120.08438386206 14416.941059664501 -61703.14332419756 298.70067165014416 776 17:08
23.8% 1440000 -75895.53313030572 14525.777746328984 -61369.755383976735 300.9556292914577 775 17:07
23.9% 1445000 -75423.33528824203 14758.312031984502 -60665.023256257526 305.7734437653837 775 17:06
24.0% 1450000 -75961.46125385974 14421.105345592996 -61540.35590826675 298.78695035508144 775 17:05
24.0% 1455000 -76047.32964296675 14311.129130996787 -61736.20051196997 296.5083831451942 775 17:04
24.1% 1460000 -75836.91303884856 14290.736371241412 -61546.17666760716 296.0858711150401 775 17:03
24.2% 1465000 -75801.36789987067 14424.651522350907 -61376.71637751977 298.8604226246145 775 17:02
24.3% 1470000 -76574.29859375814 14714.814371294313 -61859.48422246383 304.87222759132857 775 17:01
24.4% 1475000 -76232.44661730349 14561.95125270898 -61670.495364594506 301.7050983089787 775 17:00
24.5% 1480000 -76019.92902407995 14480.45402692598 -61539.474997153964 300.01657950472884 775 16:59
24.5% 1485000 -75995.93521624204 14755.132958784405 -61240.80225745763 305.70757741438985 775 16:57
24.6% 1490000 -75910.48591821993 14786.805069365108 -61123.68084885482 306.36378323945917 775 16:56
24.7% 1495000 -76453.04396874967 14310.849201883535 -62142.19476686613 296.50258337020745 775 16:55
24.8% 1500000 -76092.81320384679 14397.90395831117 -61694.909245535615 298.3062471368595 775 16:54
24.9% 1505000 -76146.37462137414 14657.978353911481 -61488.39626746266 303.69465764109344 775 16:53
25.0% 1510000 -75931.98974244969 14275.246568239274 -61656.743174210416 295.764942109274 775 16:52
25.0% 1515000 -75701.55948932841 14458.863047822475 -61242.69644150594 299.56924189454435 775 16:51
25.1% 1520000 -75784.42659549965 14718.930104667925 -61065.49649083173 304.95750034911697 775 16:50
25.2% 1525000 -76620.79263849754 14231.497614570311 -62389.29502392723 294.85851946449594 775 16:49
25.3% 1530000 -76170.7639267804 14100.212526493333 -62070.55140028707 292.1384595139176 775 16:48
25.4% 1535000 -76385.76908179978 14747.319781200107 -61638.44930059967 305.5456983179509 775 16:47
25.5% 1540000 -75837.82213330061 14257.338421868859 -61580.48371143175 295.39390810651884 774 16:46
25.5% 1545000 -76209.80799683732 14432.74645458088 -61777.061542256444 299.02813931874874 774 16:45
25.6% 1550000 -76074.03133391647 14642.311379019995 -61431.71995489648 303.37005785925027 774 16:44
25.7% 1555000 -75839.12763059422 14449.692117989522 -61389.435512604694 299.37923189939886 774 16:43
25.8% 1560000 -75755.73616565672 14387.823258691178 -61367.91290696555 298.09738786950635 774 16:41
25.9% 1565000 -76180.05452611757 14204.006312423007 -61976.048213694565 294.2889346696388 774 16:40
26.0% 1570000 -75888.59207278499 14637.245431327345 -61251.34664145764 303.2650978700212 774 16:39
26.0% 1575000 -76009.76982373791 14536.465802705534 -61473.304021032374 301.17707221788 774 16:38
26.1% 1580000 -75832.95317775678 14790.899357865164 -61042.05381989161 306.4486116867584 774 16:37
26.2% 1585000 -75919.02794647207 14250.567325403474 -61668.46062106859 295.25361960470366 774 16:36
26.3% 1590000 -76228.36794254198 14040.647038782685 -62187.7209037593 290.90433841203435 774 16:35
26.4% 1595000 -76126.88022385669 14421.106879559633 -61705.77334429705 298.78698213691797 774 16:34
26.4% 1600000 -76318.6219714029 14466.332101496602 -61852.28986990629 299.7239911814992 774 16:33
26.5% 1605000 -76396.75678647571 14248.648202078717 -62148.108584397 295.2138578117053 774 16:32
26.6% 1610000 -76197.80855202663 14353.664339375451 -61844.14421265118 297.38965853217854 774 16:31
26.7% 1615000 -76063.61521143849 14668.596404346092 -61395.0188070924 303.91465013348886 774 16:30
26.8% 1620000 -76021.84113102804 14370.334335914575 -61651.50679511346 297.73503964610796 774 16:29
26.9% 1625000 -76259.57389808935 14468.85330077141 -61790.72059731794 299.7762272219763 774 16:28
26.9% 1630000 -76666.67913445263 14482.489624871609 -62184.18950958102 300.0587545036452 774 16:27
27.0% 1635000 -76130.197321329 14522.169487027704 -61608.0278343013 300.8808707506327 774 16:26
27.1% 1640000 -75852.67097141955 14428.687437184411 -61423.983534235136 298.94404164382956 774 16:25
27.2% 1645000 -75497.393236886 14683.5416449094 -60813.8515919766 304.2242964985366 774 16:23
27.3% 1650000 -76303.13165287772 14584.045169321074 -61719.086483556646 302.16285614429916 774 16:22
27.4% 1655000 -75938.0943045255 14509.4102085585 -61428.68409596699 300.61651473830324 774 16:21
27.4% 1660000 -76006.99005760122 14846.70906908885 -61160.280988512364 307.60491787946086 774 16:19
27.5% 1665000 -76045.37392110146 14083.20740193068 -61962.16651917078 291.7861349738271 775 16:18
27.6% 1670000 -75930.55714860556 14651.630974069629 -61278.926174535925 303.56314800849293 775 16:16
27.7% 1675000 -76102.25571392597 14367.193319273789 -61735.06239465218 297.6699617785919 775 16:15
27.8% 1680000 -75878.63595970052 14205.284349505755 -61673.35161019477 294.3154139715539 775 16:13
27.9% 1685000 -76208.71087994057 14523.653863667758 -61685.05701627281 300.9116251455859 776 16:12
27.9% 1690000 -76226.3061917673 14603.339378115965 -61622.966813651336 302.56260759657613 776 16:10
28.0% 1695000 -75719.04015505529 14182.13515935194 -61536.90499570336 293.83579221139786 776 16:09
28.1% 1700000 -75919.36439761013 14493.99849896905 -61425.36589864108 300.2972037286657 777 16:07
28.2% 1705000 -75414.50450139954 14080.679573548163 -61333.824927851376 291.73376158667446 777 16:06
28.3% 1710000 -76279.82139007295 14732.94349036845 -61546.877899704494 305.2478398672933 777 16:05
28.3% 1715000 -76432.23771707414 14463.123961920146 -61969.113755153994 299.6575226121772 777 16:04
28.4% 1720000 -75763.02062897604 14170.23651824825 -61592.78411072779 293.5892675100283 777 16:03
28.5% 1725000 -76281.546869538 14365.26262677916 -61916.28424275883 297.62996028711683 776 16:02
28.6% 1730000 -76212.90108690965 14211.26544897622 -62001.63563793343 294.4393347409904 776 16:01
28.7% 1735000 -75562.32407263955 14265.267920960672 -61297.05615167887 295.5581972365619 776 16:00
28.8% 1740000 -76211.64756486485 14652.951857858097 -61558.69570700675 303.5905150396235 776 15:59
28.8% 1745000 -76491.94926948247 14307.097426986807 -62184.851842495664 296.4248513688839 776 15:58
28.9% 1750000 -76362.1545310868 14882.864293938566 -61479.29023714823 308.35400812693973 776 15:57
29.0% 1755000 -76451.71011878471 14621.282358767894 -61830.42776001682 302.93436332131387 776 15:56
29.1% 1760000 -76017.4654321784 14190.53433164464 -61826.931100533766 294.00981237245367 776 15:55
29.2% 1765000 -76131.9192083471 14399.201830726373 -61732.71737762073 298.33313740162043 776 15:54
29.3% 1770000 -76180.7071066756 14318.398908153962 -61862.30819852164 296.65900367631855 776 15:53
29.3% 1775000 -76165.90553950451 14172.57081510709 -61993.33472439743 293.63763117030004 776 15:52
29.4% 1780000 -75921.52222273096 14674.164050563191 -61247.35817216776 304.0300046776793 776 15:51
29.5% 1785000 -76410.21834619372 14656.465819114217 -61753.75252707951 303.6633198449572 776 15:50
29.6% 1790000 -75735.14690789254 14824.622469857617 -60910.524438034925 307.1473116509597 776 15:49
29.7% 1795000 -76484.67715341804 14489.347223810899 -61995.32992960715 300.20083522663606 775 15:48
29.8% 1800000 -76014.01910612482 14508.493768508562 -61505.52533761626 300.5975272667369 775 15:47
29.8% 1805000 -75747.0328409815 14591.286191916319 -61155.74664906518 302.3128809174936 775 15:46
29.9% 1810000 -76221.90176320446 14636.423981426531 -61585.477781777925 303.24807847345954 775 15:45
30.0% 1815000 -75897.88253729614 14773.872574961662 -61124.00996233448 306.09583841340805 775 15:43
30.1% 1820000 -75802.38081215814 14265.246825507038 -61537.1339866511 295.55776016560884 775 15:42
30.2% 1825000 -76090.5351868468 14377.918360967988 -61712.61682587881 297.89217099372814 775 15:41
30.2% 1830000 -76007.10266483054 14312.55423012055 -61694.54843470999 296.5379093854468 775 15:40
30.3% 1835000 -76388.16829149463 14555.570290260772 -61832.598001233855 301.572892887512 775 15:39
30.4% 1840000 -75968.06116680996 14458.443419284356 -61509.617747525604 299.5605477252569 775 15:38
30.5% 1845000 -75960.54915277571 14341.690718845895 -61618.85843392982 297.1415803525244 775 15:37
30.6% 1850000 -76578.31551568693 14419.281027433273 -62159.03448825366 298.74915280445276 775 15:36
30.7% 1855000 -75863.28444152011 14674.119043315897 -61189.16539820421 304.0290721847919 775 15:35
30.7% 1860000 -75926.35180332145 14139.17687443313 -61787.17492888832 292.9457512169121 775 15:34
30.8% 1865000 -75967.71004591965 14304.415221427567 -61663.294824492084 296.3692794830911 775 15:33
30.9% 1870000 -76056.55737881671 14811.48153778962 -61245.075841027094 306.8750482617583 775 15:32
31.0% 1875000 -76539.17723296586 14504.73603040481 -62034.44120256104 300.51967171535256 775 15:31
31.1% 1880000 -76060.51001835111 14572.842966387927 -61487.66705196318 301.9307607555309 775 15:30
31.2% 1885000 -76071.08303754269 14468.973659981353 -61602.10937756133 299.7787209116363 774 15:29
31.2% 1890000 -76622.4481789083 14499.740599836083 -62122.70757907221 300.4161727511905 774 15:28
31.3% 1895000 -76222.90061873906 14467.933824415593 -61754.96679432347 299.7571768420162 774 15:27
31.4% 1900000 -75863.18020346024 14400.302860509892 -61462.87734295035 298.3559493375563 774 15:26
31.5% 1905000 -76181.7144551949 14474.942547792873 -61706.77190740203 299.9023886710401 774 15:25
31.6% 1910000 -76469.29435089568 14404.09400225434 -62065.200348641345 298.43449696986613 774 15:24
31.7% 1915000 -76144.10063199548 14324.125268722697 -61819.97536327278 296.7776465798938 774 15:23
31.7% 1920000 -76426.73873955548 14330.170152474086 -62096.5685870814 296.90288887845867 774 15:21
31.8% 1925000 -76133.06168600087 14615.038856682482 -61518.02282931839 302.8050059036312 774 15:20
31.9% 1930000 -76189.89729530926 14770.369284401952 -61419.52801090731 306.02325469132444 774 15:19
32.0% 1935000 -76804.27092325482 14425.749395561672 -62378.52152769315 298.88316916037996 774 15:18
32.1% 1940000 -76083.53012556129 14282.61555248231 -61800.914573078975 295.9176180849657 774 15:17
32.1% 1945000 -76146.00205612075 14215.161573779988 -61930.84048234076 294.5200574886871 774 15:16
32.2% 1950000 -76558.66150616726 14486.995197487959 -62071.666308679305 300.1521042344309 774 15:15
32.3% 1955000 -76364.21214384862 14362.840671702419 -62001.3714721462 297.57978046012477 774 15:14
32.4% 1960000 -75781.8300324711 14495.873392298923 -61285.95664017218 300.3360491324575 774 15:13
32.5% 1965000 -76220.51101306849 14297.333290751398 -61923.177722317094 296.22255089199837 774 15:12
32.6% 1970000 -76160.3074802087 14708.96236420273 -61451.34511600598 304.7509814516986 774 15:11
32.6% 1975000 -76689.02901979678 14139.221974106218 -62549.80704569057 292.9466856247443 773 15:10
32.7% 1980000 -76376.19860416735 14589.997149428931 -61786.20145473842 302.2861735976 773 15:09
32.8% 1985000 -76256.24979465471 14814.789970432761 -61441.45982422195 306.9435947757883 773 15:08
32.9% 1990000 -75857.47773965093 14108.362078480344 -61749.11566117059 292.30730785990824 773 15:07
33.0% 1995000 -76078.94031689587 14309.07513725809 -61769.865179637774 296.4658270088561 773 15:06
33.1% 2000000 -75572.91501994578 14254.81072978683 -61318.10429015895 295.3415375433389 773 15:05
33.1% 2005000 -76041.65251910636 14300.652897382159 -61740.9996217242 296.2913289168317 773 15:04
33.2% 2010000 -76196.50324209742 14398.659197657995 -61797.84404443942 298.3218947350025 773 15:03
33.3% 2015000 -76153.68738602346 14321.811284774525 -61831.87610124894 296.7297037772808 773 15:01
33.4% 2020000 -76739.1023926592 14380.60120988675 -62358.50118277245 297.94775620911145 773 15:00
33.5% 2025000 -76375.74419989076 14740.073870054382 -61635.67032983638 305.3955722602117 773 14:59
33.6% 2030000 -76808.07319829558 14577.056367152225 -62231.01683114335 302.0180570573621 773 14:58
33.6% 2035000 -75906.24816026824 14405.4372268496 -61500.81093341864 298.46232687408235 773 14:57
33.7% 2040000 -76108.26673942563 14070.422766746713 -62037.843972678915 291.5212536026368 773 14:56
33.8% 2045000 -75805.4627001112 14497.390158962759 -61308.07254114844 300.3674746074837 773 14:55
33.9% 2050000 -76010.90956359476 14382.326283010534 -61628.58328058422 297.98349752889544 773 14:54
34.0% 2055000 -76284.56296104146 14532.303069304622 -61752.25989173684 301.0908256793385 773 14:53
34.0% 2060000 -76150.290255526 14774.276610884715 -61376.01364464128 306.10420952355463 772 14:52
34.1% 2065000 -76549.88763098256 14167.886766338457 -62382.0008646441 293.5405836407691 772 14:51
34.2% 2070000 -76584.05733478526 14570.096779373194 -62013.960555412064 301.87386325540365 772 14:50
34.3% 2075000 -76205.42633846347 14524.719796057414 -61680.70654240606 300.9337099081861 772 14:49
34.4% 2080000 -76233.10642491691 14377.920589800604 -61855.18583511631 297.8922171723035 772 14:48
34.5% 2085000 -75743.8921148823 14460.473883350876 -61283.418231531425 299.6026163567316 772 14:47
34.5% 2090000 -76206.147106451 14283.623764991686 -61922.52334145931 295.9385069651013 772 14:46
34.6% 2095000 -76545.19082292616 14386.366419787677 -62158.82440313848 298.0672040214098 772 14:45
34.7% 2100000 -75962.4640459108 14844.542016423562 -61117.92202948724 307.56001930604333 772 14:44
34.8% 2105000 -75862.71857879893 14459.931702290993 -61402.78687650793 299.59138305515444 772 14:43
34.9% 2110000 -75879.10751897827 14680.960358403758 -61198.14716057452 304.1708155271041 772 14:41
35.0% 2115000 -76069.76741898061 14302.290405778318 -61767.4770132023 296.3252560068948 772 14:40
35.0% 2120000 -76006.20325684227 14140.96916723421 -61865.234089608064 292.9828852428654 772 14:39
35.1% 2125000 -76139.34049199622 14622.706861491524 -61516.63363050469 302.96387720491475 772 14:38
35.2% 2130000 -76060.16074331742 14486.257030144585 -61573.90371317284 300.1368103464734 772 14:37
35.3% 2135000 -75581.49605305314 14703.616716450873 -60877.879336602266 304.64022643319106 772 14:36
35.4% 2140000 -76212.26998369797 14345.580076223718 -61866.689907474254 297.2221628877678 772 14:35
35.5% 2145000 -76381.33124240657 14647.408456388794 -61733.92278601777 303.47566281575337 772 14:34
35.5% 2150000 -75950.52167454996 14321.107281655462 -61629.4143928945 296.71511772857343 772 14:33
35.6% 2155000 -76216.9841124874 14607.157890723365 -61609.82622176403 302.64172231833396 772 14:32
35.7% 2160000 -76020.749319811 14750.088745312341 -61270.66057449866 305.60306773055214 772 14:31
35.8% 2165000 -76124.74031632271 14489.870156369207 -61634.870159953505 300.21166972375636 772 14:30
35.9% 2170000 -76377.41815210809 14579.417638559418 -61798.00051354867 302.06697959594766 772 14:28
36.0% 2175000 -76389.2093734931 14406.960512926338 -61982.24886056676 298.49388742304717 772 14:27
36.0% 2180000 -76258.25981477738 14266.225556921043 -61992.03425785634 295.57803823496613 771 14:26
36.1% 2185000 -76226.21873310115 14520.228851950771 -61705.98988115038 300.84066326150526 771 14:25
36.2% 2190000 -75636.26409467641 14566.812726392785 -61069.451368283626 301.8058218569597 771 14:24
36.3% 2195000 -75710.03031431836 14469.45717291737 -61240.573141400986 299.7887386843484 771 14:23
36.4% 2200000 -76366.92511654383 14417.669588986966 -61949.25552755687 298.7157658505738 771 14:22
36.4% 2205000 -76168.91918542492 14616.919111415205 -61552.00007400972 302.8439623888671 772 14:21
36.5% 2210000 -76129.58412743412 14374.776982225358 -61754.80714520876 297.8270856239227 772 14:19
36.6% 2215000 -76247.35304723057 14751.426038643829 -61495.92700858675 305.63077474653113 772 14:18
36.7% 2220000 -75632.46292561683 14389.231879683719 -61243.231045933106 298.12657270385023 772 14:17
36.8% 2225000 -76389.37862611897 14254.226654703147 -62135.15197141582 295.32943625090326 773 14:15
36.9% 2230000 -75846.31260508925 14270.293909768738 -61576.01869532051 295.66232932855434 773 14:14
36.9% 2235000 -76030.41269947148 14788.070591637952 -61242.34210783352 306.39000325043946 773 14:12
37.0% 2240000 -76182.14627997056 14423.722590023906 -61758.423689946656 298.84117632896516 773 14:11
37.1% 2245000 -75754.76472993329 14405.770708136211 -61348.99402179708 298.4692361819502 773 14:10
37.2% 2250000 -76223.13465228162 14194.649565005626 -62028.48508727599 294.0950747706168 774 14:08
37.3% 2255000 -76387.6896340583 14546.059214812654 -61841.63041924565 301.3758355080921 774 14:07
37.4% 2260000 -75973.00974706396 14189.149893312244 -61783.85985375172 293.9811285720529 774 14:06
37.4% 2265000 -76035.68049100364 14678.560499307136 -61357.11999169651 304.12109350070057 774 14:05
37.5% 2270000 -75554.85877144101 14801.326792111315 -60753.531979329695 306.6646548543085 774 14:04
37.6% 2275000 -76348.08086708441 14273.40290744499 -62074.67795963942 295.7267438038728 774 14:03
37.7% 2280000 -76106.00152686067 14902.835042819053 -61203.16648404161 308.7677766288203 774 14:02
37.8% 2285000 -76134.45787222797 14651.551919986152 -61482.90595224182 303.5615101084881 774 14:01
37.9% 2290000 -76347.21936454865 14654.91161337349 -61692.30775117516 303.631118679903 774 13:59
37.9% 2295000 -76206.65799620724 14633.164216457219 -61573.493779750024 303.18054029169645 773 13:58
38.0% 2300000 -75958.2870082626 14749.859275091345 -61208.42773317126 305.5983133995986 773 13:57
38.1% 2305000 -75487.16910821645 14661.542286511354 -60825.6268217051 303.7684977890758 773 13:56
38.2% 2310000 -76421.25358097481 14464.373728394405 -61956.8798525804 299.6834161830618 773 13:55
38.3% 2315000 -76353.54782763329 14453.595741223102 -61899.95208641019 299.4601100050188 773 13:54
38.3% 2320000 -76472.41537839087 14527.858544469285 -61944.55683392158 300.99874078088556 773 13:53
38.4% 2325000 -75909.90302907358 14412.354358796629 -61497.548670276956 298.6056410452314 773 13:52
38.5% 2330000 -75881.49319378892 14463.233855347335 -61418.25933844158 299.65979946413734 773 13:51
38.6% 2335000 -76056.03720639448 14388.24731504887 -61667.789891345616 298.1061737775804 773 13:50
38.7% 2340000 -76761.33803413204 14440.846797109702 -62320.49123702235 299.19596810738994 773 13:49
38.8% 2345000 -76526.94165757371 14572.638483892637 -61954.30317368107 301.92652413845445 773 13:48
38.8% 2350000 -76270.72870524737 14586.634815203963 -61684.093890043405 302.2165103113901 773 13:47
38.9% 2355000 -76009.16072245744 14184.64722887904 -61824.5134935784 293.8878390951211 773 13:46
39.0% 2360000 -76577.00892589972 14584.511326170164 -61992.497599729555 302.1725143209777 773 13:44
39.1% 2365000 -76312.61630635556 14711.920365077613 -61600.69594127795 304.8122674654523 773 13:43
39.2% 2370000 -76245.63373496933 14779.663437669 -61465.97029730034 306.21581771920927 773 13:42
39.3% 2375000 -76128.97156762172 14124.117394220599 -62004.854173401116 292.63373795171464 773 13:41
39.3% 2380000 -75990.0594799756 14457.843301897996 -61532.21617807761 299.5481140567254 773 13:40
39.4% 2385000 -75891.46363296683 14287.77551843683 -61603.68811453 296.0245260129324 773 13:39
39.5% 2390000 -75533.21619026316 14311.437928208872 -61221.77826205429 296.514781030451 773 13:38
39.6% 2395000 -76068.71031331412 14737.993695575235 -61330.716617738886 305.35247369224925 773 13:37
39.7% 2400000 -76018.61407951613 14618.53494707745 -61400.07913243868 302.8774404474644 773 13:36
39.8% 2405000 -76248.40478633423 14328.832111810309 -61919.57267452392 296.8751663787057 773 13:35
39.8% 2410000 -76661.67330078266 14309.969219022534 -62351.70408176012 296.48435124520023 773 13:33
39.9% 2415000 -76093.47779543858 14501.445936261087 -61592.03185917749 300.4515051516928 773 13:32
40.0% 2420000 -75975.42373256735 14381.935075270252 -61593.48865729709 297.97539220237064 773 13:31
40.1% 2425000 -75813.38960805585 14175.413811003222 -61637.975797052626 293.6965344272502 773 13:30
40.2% 2430000 -76334.2823726547 14071.797463047256 -62262.48490960745 291.5497355605354 773 13:29
40.2% 2435000 -76514.94898996971 14593.689923605942 -61921.25906636377 302.3626831790958 773 13:28
40.3% 2440000 -76465.0872714187 14645.85781350944 -61819.229457909256 303.4435354686527 773 13:27
40.4% 2445000 -75969.43734057934 14604.676729238641 -61364.7606113407 302.590315809915 773 13:26
40.5% 2450000 -76246.50361060201 14390.931324354906 -61855.57228624711 298.1617830347114 773 13:25
40.6% 2455000 -76047.35656609065 14479.785548953021 -61567.57101713763 300.00272949183915 773 13:24
40.7% 2460000 -76193.11305771698 14268.19692946231 -61924.91612825467 295.61888256523787 773 13:22
40.7% 2465000 -76117.28410071478 14703.66995772672 -61413.61414298806 304.6413295246714 773 13:21
40.8% 2470000 -76380.53296792129 14518.985405800518 -61861.54756212077 300.8149006396908 773 13:20
40.9% 2475000 -75926.40083175227 14496.29235678301 -61430.10847496926 300.3447295433905 773 13:19
41.0% 2480000 -76256.06771387244 14285.350996140081 -61970.71671773236 295.97429299640885 773 13:18
41.1% 2485000 -75802.29272640431 14679.710645977128 -61122.58208042718 304.1449230760176 773 13:17
41.2% 2490000 -76507.47217741398 14420.314439948672 -62087.157737465306 298.77056379664344 773 13:16
41.2% 2495000 -76200.28748747111 14402.78203339176 -61797.50545407935 298.40731464465483 773 13:15
41.3% 2500000 -76290.577327999 14543.63800986071 -61746.939318138284 301.3256712227312 772 13:14
41.4% 2505000 -76105.2369803993 14489.06933670565 -61616.167643693654 300.19507775945647 772 13:13
41.5% 2510000 -76317.98252952457 14668.672401384461 -61649.3101281401 303.9162246954095 772 13:11
41.6% 2515000 -76149.98873034448 14185.681961193446 -61964.30676915104 293.90927743186757 772 13:10
41.7% 2520000 -76118.35582334857 14494.160018255838 -61624.19580509273 300.30055020273727 772 13:09
41.7% 2525000 -76381.00837014322 14476.016556386865 -61904.99181375635 299.9246407623163 772 13:08
41.8% 2530000 -75589.02685108714 14665.07543858234 -60923.9514125048 303.8417002036711 772 13:07
41.9% 2535000 -76313.86244874539 14739.962611027397 -61573.899837717996 305.3932671147616 772 13:06
42.0% 2540000 -76234.38341367291 14459.164599785612 -61775.2188138873 299.5754896674633 772 13:05
42.1% 2545000 -76469.4394607888 14290.83278277926 -62178.606678009535 296.0878686394103 772 13:04
42.1% 2550000 -76724.68771228551 14611.330203369975 -62113.357508915535 302.72816732665575 772 13:03
42.2% 2555000 -76330.28903888943 14379.914442703353 -61950.37459618608 297.9335272670565 772 13:02
42.3% 2560000 -75911.07261757963 14115.29580877583 -61795.7768088038 292.4509659277141 772 13:00
42.4% 2565000 -76200.99200614633 14337.784114482158 -61863.20789166418 297.0606404816814 772 12:59
42.5% 2570000 -76118.27553408119 14484.358322698034 -61633.91721138315 300.0974715444901 772 12:58
42.6% 2575000 -76040.46856944691 14500.289301910243 -61540.17926753667 300.42754115988475 772 12:57
42.6% 2580000 -76045.3681897647 14604.067200899675 -61441.30098886503 302.57768715842195 772 12:56
42.7% 2585000 -76356.74068511305 14429.740167885491 -61927.000517227556 298.965852884243 772 12:55
42.8% 2590000 -76204.48051027807 14710.58873549562 -61493.891774782445 304.78467779515506 772 12:54
42.9% 2595000 -76306.20645964422 14383.203662687478 -61923.002796956745 298.0016757192418 772 12:53
43.0% 2600000 -76079.04351157587 14204.79868859965 -61874.24482297622 294.30535169563507 772 12:52
43.1% 2605000 -76367.5735747831 14721.266425047414 -61646.307149735694 305.0059059341613 772 12:51
43.1% 2610000 -76384.62257289648 14327.079522428181 -62057.543050468295 296.83885495706625 772 12:49
43.2% 2615000 -76555.00197216564 14525.45742680439 -62029.54454536125 300.9489926785491 772 12:48
43.3% 2620000 -76404.17111822401 14416.405556476015 -61987.765561748 298.68957670556404 772 12:47
43.4% 2625000 -75843.6333010812 14469.179781014549 -61374.45352006664 299.78299147713295 772 12:46
43.5% 2630000 -76333.70189103606 14428.748230371784 -61904.95366066428 298.94530120130605 772 12:45
43.6% 2635000 -76384.07300964068 14323.44249837202 -62060.63051126865 296.76350044712643 772 12:44
43.6% 2640000 -76330.44104494664 14575.43358069777 -61755.00746424887 301.98443498719587 772 12:43
43.7% 2645000 -76065.39790789707 14322.771449607251 -61742.62645828982 296.749597170702 772 12:42
43.8% 2650000 -75924.74611294552 14396.64038935776 -61528.10572358776 298.28006759617205 772 12:41
43.9% 2655000 -76128.25617895366 14613.32550775577 -61514.930671197886 302.7695074942903 772 12:39
44.0% 2660000 -76219.73731077969 14592.30633373988 -61627.43097703981 302.3340169578378 772 12:38
44.0% 2665000 -76327.62014480813 14387.486330744678 -61940.13381406345 298.0904071512319 772 12:37
44.1% 2670000 -76375.12030877458 14355.764289914787 -62019.35601885979 297.43316683494095 772 12:36
44.2% 2675000 -75935.86571949032 14510.033629281095 -61425.832090209224 300.6294312223055 772 12:35
44.3% 2680000 -76192.15700452258 14764.079958290326 -61428.077046232254 305.89294785813456 772 12:34
44.4% 2685000 -75880.72540029902 14326.93319803845 -61553.79220226057 296.83582330192456 772 12:33
44.5% 2690000 -75873.77114736033 14351.031762948363 -61522.739384411965 297.3351148988455 772 12:32
44.5% 2695000 -76204.07495447621 14337.776552758387 -61866.298401717824 297.060483812388 772 12:31
44.6% 2700000 -76279.82434452056 14628.545755159907 -61651.27858936065 303.08485165110426 772 12:29
44.7% 2705000 -75875.538188656 14528.739964720475 -61346.79822393553 301.01700268678826 772 12:28
44.8% 2710000 -76435.71294011478 14585.003520009263 -61850.70942010552 302.1827119509543 772 12:27
44.9% 2715000 -76116.19775162957 14452.882427382405 -61663.31532424717 299.44533105000806 772 12:26
45.0% 2720000 -76422.28920237775 14348.118155925185 -62074.17104645257 297.2747486692032 772 12:25
45.0% 2725000 -75885.04657527438 14518.377074463162 -61366.669500811215 300.8022967885478 772 12:24
45.1% 2730000 -75780.01314412082 14491.110584659331 -61288.902559461494 300.23736981934945 772 12:23
45.2% 2735000 -76472.79492283944 14221.13753522471 -62251.65738761473 294.64387180476893 772 12:22
45.3% 2740000 -76133.15700336028 14478.98113955443 -61654.175863805845 299.9860631527977 772 12:21
45.4% 2745000 -75908.2861560988 14312.210017863988 -61596.07613823481 296.530777745538 772 12:20
45.5% 2750000 -75381.99867322686 14757.235730678696 -60624.762942548165 305.75114417203645 772 12:18
45.5% 2755000 -76089.3489580421 14392.501748574012 -61696.84720946809 298.1943202259977 772 12:17
45.6% 2760000 -76031.81096022131 14656.257799341234 -61375.553160880074 303.65900993998844 772 12:16
45.7% 2765000 -76074.56332259638 14315.100812962797 -61759.46250963359 296.590671341138 772 12:15
45.8% 2770000 -76161.00229038866 14324.739809126919 -61836.262481261736 296.7903790750006 772 12:13
45.9% 2775000 -75520.73646299592 14741.37187959698 -60779.36458339894 305.42246536607774 773 12:12
46.0% 2780000 -75988.43601552445 14522.741064591923 -61465.69495093253 300.89271311036947 773 12:11
46.0% 2785000 -76118.64430800342 14414.830851038156 -61703.81345696527 298.65695081287345 773 12:09
46.1% 2790000 -76310.84210502026 14693.374749964021 -61617.46735505624 304.42802592158597 773 12:08
46.2% 2795000 -76117.89308291649 14543.090436058017 -61574.80264685847 301.3143261903859 773 12:07
46.3% 2800000 -76143.53187349241 14396.102745312848 -61747.42912817956 298.2689282957713 774 12:05
46.4% 2805000 -76381.60495279601 14458.32387718805 -61923.28107560796 299.5580709651516 774 12:04
46.4% 2810000 -76223.229980127 14525.465610819401 -61697.764369307595 300.9491622409251 774 12:03
46.5% 2815000 -75447.80551261158 14523.449725108947 -60924.35578750263 300.9073956544356 774 12:02
46.6% 2820000 -75823.95993016331 14479.504158714448 -61344.45577144886 299.9968994441952 774 12:01
46.7% 2825000 -75716.59974558388 14595.279947929657 -61121.31979765422 302.39562645960643 774 12:00
