#"Progress (%)" "Step" "Potential Energy (kJ/mole)" "Kinetic Energy (kJ/mole)" "Total Energy (kJ/mole)" "Temperature (K)" "Speed (ns/day)" "Time Remaining"
22.8% 1380000 -76073.17497769263 14586.363737745789 -61486.81123994684 302.2890047853817 706 19:02
22.9% 1385000 -76758.18148525897 14776.213407336527 -61981.96807792244 306.2234649915884 706 19:01
23.0% 1390000 -76662.8100814984 14527.48869976839 -62135.32138173001 301.06887364393515 706 19:00
23.1% 1395000 -75910.91958661505 14742.918821051238 -61168.00076556382 305.53346524018525 706 18:59
23.1% 1400000 -76332.57288108853 14409.054452816927 -61923.51842827161 298.6144325448956 706 18:57
23.2% 1405000 -75931.83328078427 14632.501170263797 -61299.33211052047 303.24516074103843 706 18:56
23.3% 1410000 -76617.2174523199 14642.508640033893 -61974.708812286015 303.45255636969625 706 18:55
23.4% 1415000 -76237.26847841468 14470.689273024744 -61766.57920538994 299.8917576408366 706 18:54
23.5% 1420000 -76742.24256452415 14441.40467767601 -62300.83788684814 299.284861272237 706 18:53
23.6% 1425000 -76366.4996052056 14712.515468898537 -61653.98413630706 304.9033836633357 706 18:52
23.6% 1430000 -75838.0880212851 14520.209570082403 -61317.878451202705 300.9180203601393 706 18:51
23.7% 1435000 -76326.35124009007 14802.268442967339 -61524.082797122726 306.76343169830807 706 18:50
23.8% 1440000 -76145.65239850905 14689.106355638301 -61456.546042870745 304.4182512699872 706 18:48
23.9% 1445000 -76369.11153785733 14819.333268193832 -61549.7782696635 307.117084543342 706 18:47
24.0% 1450000 -76403.76136231639 14671.586407281035 -61732.174955035356 304.055166415665 706 18:46
24.0% 1455000 -76318.83334729317 14680.787262679167 -61638.046084614005 304.2458457015708 706 18:45
24.1% 1460000 -76473.51089641827 14497.669845645245 -61975.84105077303 300.4509052524436 706 18:44
24.2% 1465000 -76188.68299132766 14975.178974308208 -61213.504017019455 310.34684380674764 706 18:43
24.3% 1470000 -76382.33989057539 14625.495709917941 -61756.84418065744 303.0999790032121 705 18:41
24.4% 1475000 -76164.46582763769 14782.640206644386 -61381.8256209933 306.3566545103511 705 18:40
24.5% 1480000 -76488.59802269826 14603.37816238959 -61885.21986030867 302.64161312458424 705 18:39
24.5% 1485000 -76649.45186670218 14510.269635977105 -62139.18223072507 300.71202434616714 705 18:38
24.6% 1490000 -77062.29806961966 14501.567082166264 -62560.7309874534 300.53167190344266 705 18:37
24.7% 1495000 -76333.79333804776 14783.509475825007 -61550.28386222276 306.37466931652386 705 18:35
24.8% 1500000 -76575.26986356237 14537.29078650676 -62037.97907705561 301.2720128977092 705 18:34
24.9% 1505000 -76785.01713564723 14385.494615063308 -62399.52252058392 298.1261765247185 705 18:33
25.0% 1510000 -76521.09507725996 14611.574949363296 -61909.52012789666 302.8114840136741 705 18:32
25.0% 1515000 -76390.48906976587 14402.612472354698 -61987.876597411174 298.480928410638 705 18:32
25.1% 1520000 -76672.42816070023 14724.107736395064 -61948.32042430517 305.1436227707469 704 18:31
25.2% 1525000 -76736.91253865394 14479.920774895834 -62256.9917637581 300.0830720467749 704 18:30
25.3% 1530000 -75846.17452424183 14145.199603278605 -61700.97492096322 293.1462828875319 704 18:29
25.4% 1535000 -76654.34492903604 14495.81546312932 -62158.52946590672 300.4124748762848 704 18:28
25.5% 1540000 -76225.71056605071 14830.59473242046 -61395.11583363025 307.35046805651217 704 18:27
25.5% 1545000 -76376.96933560121 14787.994853146065 -61588.974482455145 306.4676246459567 703 18:26
25.6% 1550000 -76473.43320657226 14387.224295579868 -62086.20891099238 298.1620225663605 703 18:25
25.7% 1555000 -76060.445498508 14511.637766033069 -61548.807732474925 300.7403775862529 703 18:24
25.8% 1560000 -76411.26662090805 14667.580475332657 -61743.68614557539 303.9721471516671 703 18:24
25.9% 1565000 -76660.81079813172 14648.09834063892 -62012.712457492795 303.5683977859205 703 18:23
26.0% 1570000 -76205.22731374734 14068.968607176505 -62136.258706570836 291.5664654388644 702 18:22
26.0% 1575000 -76156.12456595642 14294.991257366579 -61861.13330858984 296.2505774775699 702 18:21
26.1% 1580000 -76509.77515466724 14516.220337361668 -61993.55481730557 300.8353471723119 702 18:20
26.2% 1585000 -76131.79873066119 14266.396162022365 -61865.40256863883 295.657970363915 702 18:19
26.3% 1590000 -76481.24395386339 14506.464005775877 -61974.77994808751 300.63315615209257 702 18:18
26.4% 1595000 -76484.18786934284 14173.21381299745 -62310.974056345396 293.7268516795911 701 18:17
26.4% 1600000 -75930.48693095826 14391.828894000848 -61538.65803695741 298.2574486436982 701 18:16
26.5% 1605000 -76363.69234773554 14653.924871833835 -61709.76747590171 303.68914729881686 701 18:15
26.6% 1610000 -76729.23605060406 14492.694331980932 -62236.54171862312 300.3477922970201 701 18:14
26.7% 1615000 -76265.36133025095 14889.26282155956 -61376.098508691386 308.56631037317027 701 18:13
26.8% 1620000 -76237.20064280982 14466.818775407686 -61770.38186740214 299.81154512908796 700 18:12
26.9% 1625000 -76311.77237100506 14456.34413544094 -61855.42823556412 299.59446782675525 700 18:12
26.9% 1630000 -76296.33924387529 14608.6012928911 -61687.73795098419 302.74985771175847 700 18:11
27.0% 1635000 -76420.04653494112 14763.132480890501 -61656.91405405062 305.9523747933639 700 18:10
27.1% 1640000 -75951.33617409848 14226.728940223657 -61724.60723387483 294.83590358869105 700 18:09
27.2% 1645000 -76403.41567514272 14565.493130960684 -61837.92254418204 301.8564806095303 699 18:08
27.3% 1650000 -76313.46644814465 14204.310323435931 -62109.15612470872 294.37129832590784 699 18:07
27.4% 1655000 -76681.3952333864 14681.778690901989 -61999.61654248441 304.2663921418065 700 18:05
27.4% 1660000 -76726.64592316459 14620.948958479832 -62105.69696468476 303.0057517515171 700 18:03
27.5% 1665000 -76441.9995889682 14451.663690937454 -61990.33589803075 299.49746990894994 700 18:01
27.6% 1670000 -76535.91525245176 14465.108473551265 -62070.80677890049 299.77610069239654 701 18:00
27.7% 1675000 -76276.64062556089 14361.837597294498 -61914.80302826639 297.6359065378939 701 17:58
27.8% 1680000 -76090.6398389015 14535.8691688857 -61554.770670015794 301.24255117691416 701 17:56
27.9% 1685000 -76521.41434573354 14312.84177667052 -62208.57256906302 296.6205131114474 702 17:54
27.9% 1690000 -76255.62768429419 14310.158785583046 -61945.468898711144 296.56491058293085 702 17:53
28.0% 1695000 -76342.61759924362 14213.257624262289 -62129.35997498133 294.556722925962 702 17:51
28.1% 1700000 -76650.0153293985 14563.10888255061 -62086.9064468479 301.80706924889233 703 17:49
28.2% 1705000 -76289.68664661175 14643.736962295769 -61645.94968431598 303.4780122215298 703 17:48
28.3% 1710000 -76046.49747454922 14565.709917805243 -61480.78755674398 301.8609733179716 702 17:47
28.3% 1715000 -75808.88645887803 14801.682295082694 -61007.20416379534 306.75128432121727 702 17:46
28.4% 1720000 -76359.10600382157 14726.071180593852 -61633.03482322772 305.18431335021376 702 17:45
28.5% 1725000 -76396.68583140869 14210.986473111141 -62185.69935829754 294.5096554022432 702 17:44
28.6% 1730000 -76465.77243268253 14298.144690701327 -62167.627741981196 296.31592949000816 702 17:43
28.7% 1735000 -76460.49019091635 14562.498778504283 -61897.99141241206 301.7944254023316 702 17:42
28.8% 1740000 -75979.4834017937 14778.71954982326 -61200.763851970434 306.27540249512157 701 17:41
28.8% 1745000 -76120.45663475452 14463.44840235427 -61657.00823240025 299.74169724003275 701 17:40
28.9% 1750000 -76533.9918218787 14780.976780077812 -61753.01504180089 306.3221815210315 701 17:39
29.0% 1755000 -76404.28678688154 14107.761306996264 -62296.52547988527 292.37040854849 701 17:38
29.1% 1760000 -76224.10981225318 14649.81411854885 -61574.295693704335 303.6039557087963 701 17:37
29.2% 1765000 -76533.7559545589 14427.619680137415 -62106.136274421486 298.99917984663756 701 17:37
29.3% 1770000 -76311.79354586377 14812.759148053423 -61499.03439781034 306.9808419354985 700 17:36
29.3% 1775000 -76549.1740310105 14176.798042925686 -62372.37598808481 293.8011315561531 700 17:35
29.4% 1780000 -76285.93592734398 14549.559209548128 -61736.37671779585 301.5262647083825 700 17:34
29.5% 1785000 -77026.56444200834 14708.48966911062 -62318.07477289772 304.8199526565931 700 17:33
29.6% 1790000 -76168.51908284376 14395.51311984339 -61773.005963000374 298.3338008438332 700 17:32
29.7% 1795000 -76392.88056959372 14615.135369790301 -61777.745199803416 302.88527046016947 700 17:31
29.8% 1800000 -76483.29268586676 14495.051198927447 -61988.24148693932 300.39663620194955 699 17:30
29.8% 1805000 -76467.24551630333 14603.355542666915 -61863.88997363641 302.64114435158643 699 17:29
29.9% 1810000 -76429.01270114884 14394.729937143758 -62034.28276400508 298.31757010099057 699 17:28
30.0% 1815000 -77034.16281844437 14085.054125723735 -62949.108692720634 291.89982305153086 699 17:27
30.1% 1820000 -76504.59863144314 14562.930568079302 -61941.66806336383 301.80337384508647 699 17:26
30.2% 1825000 -76738.4530533303 14687.826516657098 -62050.626536673204 304.3917277814146 699 17:25
30.2% 1830000 -76401.75531338833 14504.941262414568 -61896.814050973764 300.6015986931186 698 17:24
30.3% 1835000 -76988.65503958458 14452.640890395014 -62536.01414918957 299.51772147108113 698 17:23
30.4% 1840000 -76431.84960039557 14736.590274143273 -61695.25932625229 305.4023119122591 698 17:22
30.5% 1845000 -76462.30333955986 14358.010206481556 -62104.2931330783 297.556587375108 698 17:21
30.6% 1850000 -76629.75016217856 14486.95889778106 -62142.7912643975 300.2289306857602 698 17:20
30.7% 1855000 -76111.45334536512 14409.660737864102 -61701.79260750102 298.6269972462031 697 17:19
30.7% 1860000 -76180.05439142049 14508.760590453954 -61671.29380096654 300.68075076232054 697 17:18
30.8% 1865000 -76749.26197177386 14273.672112338822 -62475.58985943504 295.80875775819464 697 17:17
30.9% 1870000 -75678.34350505192 14793.8911366867 -60884.45236836522 306.589819712217 697 17:16
31.0% 1875000 -76302.16064059283 14655.818319437743 -61646.34232115509 303.72838726308 697 17:15
31.1% 1880000 -76715.45878215763 14351.005594836763 -62364.45318732086 297.41142322583255 697 17:14
31.2% 1885000 -76305.79257296702 14291.619582297251 -62014.17299066977 296.18070260542964 697 17:13
31.2% 1890000 -76694.84810240055 14587.125807014569 -62107.722295385975 302.3047979717425 696 17:12
31.3% 1895000 -76680.72263339529 14671.30417764967 -62009.41845574562 304.04931746551404 696 17:11
31.4% 1900000 -76268.80431670652 14436.4911114085 -61832.31320529802 299.1830321197726 696 17:10
31.5% 1905000 -76230.34915548458 14301.908902244257 -61928.440253240326 296.39393932039303 696 17:09
31.6% 1910000 -76430.16174033182 14462.376080932849 -61967.78565939897 299.7194743624795 696 17:08
31.7% 1915000 -76506.26062158907 14508.175347154865 -61998.085274434205 300.6686221319354 696 17:07
31.7% 1920000 -76844.54045234706 14562.852210424953 -62281.68824192211 301.8017499545969 695 17:06
31.8% 1925000 -76449.4897269189 14427.302476460132 -62022.187250458766 298.9926060914753 695 17:05
31.9% 1930000 -76753.50347041589 14412.308091919725 -62341.195378496166 298.68186122993313 695 17:04
32.0% 1935000 -76318.3316024848 14528.656462962917 -61789.67513952189 301.09307446466374 695 17:03
32.1% 1940000 -76320.99133083108 14504.761520980213 -61816.22980985086 300.5978737168129 695 17:02
32.1% 1945000 -76644.98907664459 14531.749649667598 -62113.239426976994 301.15717792097297 695 17:01
32.2% 1950000 -76215.43028686987 14749.419333910877 -61466.010952959 305.66818240467285 694 17:00
32.3% 1955000 -76589.68772777409 14437.123559675214 -62152.56416809887 299.196139029799 694 16:59
32.4% 1960000 -76860.10799232661 14334.167705436648 -62525.94028688996 297.062473417576 694 16:58
32.5% 1965000 -76101.22735159744 14479.506964490633 -61621.720387106805 300.07449620581775 694 16:57
32.6% 1970000 -76752.01746824803 14339.886162722325 -62412.131305525705 297.1809831978663 694 16:56
32.6% 1975000 -76447.893292487 14473.691297490774 -61974.20199499623 299.9539718433955 694 16:54
32.7% 1980000 -76745.95776849764 14694.139880526453 -62051.817887971185 304.5225664547967 694 16:53
32.8% 1985000 -76826.77205847774 14287.642615180452 -62539.12944329729 296.09828361098954 694 16:52
32.9% 1990000 -76409.79867332819 14205.698264012453 -62204.10040931573 294.40006212085507 693 16:51
33.0% 1995000 -76494.83043842364 14769.587582016451 -61725.24285640719 306.0861508413383 693 16:50
33.1% 2000000 -76633.90357199908 14606.687073000503 -62027.216498998576 302.7101872609132 693 16:49
33.1% 2005000 -76510.31233674868 14425.879393409497 -62084.43294333918 298.963114000997 693 16:48
33.2% 2010000 -76347.94605799444 14306.758325105693 -62041.18773288875 296.4944391596212 693 16:47
33.3% 2015000 -76041.91006975932 14389.732033851564 -61652.17803590776 298.21399314107276 693 16:46
33.4% 2020000 -76036.85443092493 14674.948129922017 -61361.906301002906 304.12483503285966 693 16:45
33.5% 2025000 -76505.48306633919 14206.818186404884 -62298.66487993431 294.4232714848564 693 16:44
33.6% 2030000 -76455.09508822224 14207.16633762235 -62247.92875059989 294.43048659939313 693 16:43
33.6% 2035000 -76386.00639591631 14216.206128022342 -62169.80026789397 294.6178279609973 693 16:41
33.7% 2040000 -76131.17414099711 14284.470207428772 -61846.703933568344 296.03253837117035 693 16:40
33.8% 2045000 -76298.50222772412 14656.135170371967 -61642.36705735215 303.73495370796604 693 16:39
33.9% 2050000 -76009.87102939325 14765.428538451277 -61244.442490941976 305.99995847956944 693 16:38
34.0% 2055000 -76125.70479804478 14768.057807768617 -61357.64699027617 306.0544476736922 693 16:36
34.0% 2060000 -76798.70616757736 14192.92945951682 -62605.77670806054 294.1354403636658 693 16:35
34.1% 2065000 -76047.14447738326 14148.984779664966 -61898.15969771829 293.2247271950607 693 16:34
34.2% 2070000 -75952.06650098039 14323.494595710696 -61628.571905269695 296.84128301158916 692 16:33
34.3% 2075000 -76191.1723407669 14665.060750363427 -61526.11159040348 303.9199281636468 692 16:32
34.4% 2080000 -76263.86402265419 14631.167670044057 -61632.69635261013 303.2175251725339 692 16:31
34.5% 2085000 -76282.378332217 14808.582730435037 -61473.79560178197 306.89428951241837 692 16:30
34.5% 2090000 -76960.09662303035 14407.930416197469 -62552.16620683287 298.59113791731414 692 16:28
34.6% 2095000 -77149.53145782818 14498.561075120047 -62650.97038270814 300.46937516556363 692 16:27
34.7% 2100000 -76105.91481429205 14311.799954029031 -61794.11486026301 296.59892229312413 692 16:26
34.8% 2105000 -76672.31764873688 14593.723374460751 -62078.594274276125 302.44152650348406 692 16:25
34.9% 2110000 -76355.4004285961 14377.351197978262 -61978.049230617835 297.9574116776017 691 16:24
35.0% 2115000 -75986.18026131301 14548.74182820333 -61437.43843310968 301.5093252299976 691 16:23
35.0% 2120000 -76187.17483563106 14481.53014672566 -61705.6446889054 300.1164248012732 691 16:22
35.1% 2125000 -76711.00120022388 14367.914080773742 -62343.08711945014 297.76183608253996 691 16:21
35.2% 2130000 -76545.08483884533 14544.482184221564 -62000.60265462377 301.42104801690056 691 16:20
35.3% 2135000 -76309.75865883168 14311.456921226678 -61998.301737605 296.59181325304417 691 16:19
35.4% 2140000 -76419.6808763956 14302.471680902387 -62117.20919549322 296.40560239170674 691 16:18
35.5% 2145000 -76316.73700374627 14682.907726308405 -61633.829277437864 304.289790364661 691 16:17
35.5% 2150000 -76296.60013067766 14360.070870240143 -61936.52926043751 297.5992927407482 690 16:16
35.6% 2155000 -76439.69136249507 14644.719507321082 -61794.971855173986 303.4983745656479 690 16:15
35.7% 2160000 -76127.18567548812 14533.894635216227 -61593.291040271884 301.2016307783425 690 16:13
35.8% 2165000 -76454.89792806358 14783.826801349021 -61671.07112671456 306.3812455968478 690 16:12
35.9% 2170000 -76334.89981762817 14110.400246872987 -62224.499570755186 292.42509815608275 690 16:11
36.0% 2175000 -76138.94251063965 14563.38915539211 -61575.55335524754 301.81287764636886 690 16:10
36.0% 2180000 -76171.93744237951 14612.455356513843 -61559.48208586567 302.82972964405394 690 16:09
36.1% 2185000 -76348.6459203148 14614.072334534101 -61734.573585780694 302.86324002986987 690 16:08
36.2% 2190000 -76329.66248804818 14424.253261929844 -61905.40922611834 298.9294139181338 689 16:07
36.3% 2195000 -76181.63608841278 14194.667951421778 -61986.968136991 294.1714690132474 689 16:06
36.4% 2200000 -76538.02446732408 14380.707497538737 -62157.316969785345 298.0269679064288 689 16:05
36.4% 2205000 -76373.12357405179 14502.478688658424 -61870.64488539336 300.55056411155056 689 16:03
36.5% 2210000 -76262.35159501308 14379.712444617573 -61882.63915039551 298.00634634764583 690 16:01
36.6% 2215000 -76585.1568057527 14445.292516213573 -62139.86428953913 299.365433158652 690 16:00
36.7% 2220000 -76329.79915812233 14862.814014230442 -61466.98514389189 308.0181831093074 690 15:58
36.8% 2225000 -76012.86723586862 14543.89273117524 -61468.974504693375 301.40883214336657 691 15:57
36.9% 2230000 -76729.94377558521 14326.745984661295 -62403.19779092392 296.908665064287 691 15:55
36.9% 2235000 -76363.41967586827 14738.132751853398 -61625.28692401487 305.4342783475051 691 15:53
37.0% 2240000 -76861.54842509326 14529.774436803364 -62331.773988289904 301.11624344671304 691 15:52
37.1% 2245000 -76099.67475919801 14201.095656495123 -61898.57910270289 294.3046773031687 692 15:50
37.2% 2250000 -75963.58607364792 14388.519251825759 -61575.06682182216 298.1888593463729 692 15:48
37.3% 2255000 -76187.90381647008 14499.500707201842 -61688.403109268234 300.48884817830185 692 15:47
37.4% 2260000 -76449.88577760763 14324.468888494514 -62125.41688911312 296.861474335574 692 15:46
37.4% 2265000 -76568.17833427477 14406.1420322949 -62162.03630197987 298.5540753018603 692 15:45
37.5% 2270000 -76324.9242354566 14489.378310149727 -61835.54592530687 300.2790707871754 692 15:44
37.6% 2275000 -76610.28187979062 14564.807507522028 -62045.474372268596 301.8422716928561 691 15:43
37.7% 2280000 -75876.5395966555 14377.53770695482 -61499.001889700674 297.9612769050101 691 15:42
37.8% 2285000 -76220.12154771986 14465.737465164111 -61754.38408255574 299.7891359664432 691 15:41
37.9% 2290000 -76346.69216113335 14369.716518513611 -61976.97564261974 297.7991899508767 691 15:40
37.9% 2295000 -76414.01389242291 14409.10776081766 -62004.906131605254 298.6155373042982 691 15:39
38.0% 2300000 -76293.85333131322 14728.422953480258 -61565.43037783296 305.2330516854216 691 15:37
38.1% 2305000 -76306.32674055234 14443.973831929296 -61862.35290862304 299.3381046368157 691 15:36
38.2% 2310000 -76504.72303624055 14422.755630134858 -62081.967406105694 298.8983768733308 691 15:35
38.3% 2315000 -76444.0941088578 14492.31367202511 -61951.78043683269 300.3399034687092 691 15:34
38.3% 2320000 -76313.01233410423 14551.179021240769 -61761.83331286347 301.5598338194585 690 15:33
38.4% 2325000 -76651.23214072702 14458.62288472787 -62192.60925599915 299.64169281486653 690 15:32
38.5% 2330000 -75929.60398011516 14211.037248243072 -61718.566731872095 294.51070767026386 690 15:31
38.6% 2335000 -76473.61837629875 14718.372026043504 -61755.24635025524 305.02475543649666 690 15:30
38.7% 2340000 -76140.32283952335 14173.755544619215 -61966.56729490413 293.73807857038776 690 15:29
38.8% 2345000 -76010.88771660835 14659.41224189645 -61351.4754747119 303.8028680084427 690 15:28
38.8% 2350000 -76334.52574088975 14284.781469163154 -62049.744271726595 296.038988985018 690 15:26
38.9% 2355000 -76097.31339107794 14241.569362348027 -61855.74402872992 295.1434577204286 690 15:25
39.0% 2360000 -76279.70411935402 14579.639770361016 -61700.06434899301 302.14965673089074 690 15:24
39.1% 2365000 -76063.71095661729 14435.686927279312 -61628.024029337976 299.1663661415721 689 15:23
39.2% 2370000 -75882.1174220551 14477.261725363876 -61404.85569669123 300.0279656850289 689 15:22
39.3% 2375000 -76259.35409686099 14515.673618774028 -61743.68047808696 300.8240169312233 689 15:21
39.3% 2380000 -76058.32548153793 14214.371306471341 -61843.954175066596 294.57980296788844 689 15:20
39.4% 2385000 -76308.66192768115 14158.259920482395 -62150.40200719876 293.416945978121 689 15:19
39.5% 2390000 -76692.31849374686 14263.304343898599 -62429.01414984826 295.5938952701895 689 15:18
39.6% 2395000 -76426.10714474577 14004.046878849016 -62422.06026589675 290.221022188037 689 15:16
39.7% 2400000 -76440.61971213776 14100.282402323419 -62340.33730981434 292.21541511139446 689 15:15
39.8% 2405000 -76549.68241830799 14224.250531186728 -62325.43188712126 294.78454083545836 689 15:14
39.8% 2410000 -76373.64469258845 14639.463185293213 -61734.18150729524 303.38944211454464 689 15:13
39.9% 2415000 -76287.46305271008 14193.263046741908 -62094.200005968174 294.1423536528237 688 15:12
40.0% 2420000 -75714.28755261455 14616.738648831017 -61097.548903783536 302.91849694720383 688 15:11
40.1% 2425000 -76331.3961322649 14192.017065398146 -62139.37906686675 294.11653183272114 688 15:10
40.2% 2430000 -76412.73902160008 14500.67175134795 -61912.067270252126 300.5131169937415 688 15:09
40.2% 2435000 -76385.12777784269 14631.773059639956 -61753.35471820273 303.23007131643527 688 15:08
40.3% 2440000 -76227.30542088357 14259.439867280193 -61967.86555360338 295.5138075381133 688 15:06
40.4% 2445000 -76027.20914081989 14671.263574545159 -61355.945566274735 304.0484760034283 688 15:05
40.5% 2450000 -76447.7490738541 14465.088200150807 -61982.66087370329 299.7756805447738 688 15:04
40.6% 2455000 -76155.68468097664 14308.729010945402 -61846.95567003124 296.5352798154516 688 15:03
40.7% 2460000 -76568.18277972407 14333.526404116945 -62234.65637560713 297.04918303614943 687 15:02
40.7% 2465000 -76924.99833956131 14442.371289252806 -62482.6270503085 299.3048934102542 687 15:01
40.8% 2470000 -76221.86708060502 14425.74053219715 -61796.126548407876 298.96023622978277 687 15:00
40.9% 2475000 -76326.77877119313 14610.017547061028 -61716.761224132104 302.77920827994996 687 14:59
41.0% 2480000 -76317.63368349726 14185.255094367983 -62132.37858912928 293.97639618754965 687 14:57
41.1% 2485000 -75810.18751091833 14129.896478394197 -61680.29103252413 292.8291396656443 687 14:56
41.2% 2490000 -76629.24153061873 14479.13068513816 -62150.11084548057 300.06669816149184 687 14:55
41.2% 2495000 -76180.71276249533 14586.212711205235 -61594.500051290095 302.2858748989027 687 14:54
41.3% 2500000 -76433.13588584271 14544.110934004546 -61889.02495183817 301.4133541967925 687 14:53
41.4% 2505000 -76368.21018982463 14746.326085050314 -61621.88410477432 305.60407766024 687 14:52
41.5% 2510000 -76514.92541089235 14541.554796131708 -61973.37061476064 301.3603805847555 686 14:51
41.6% 2515000 -76255.72321212562 14784.774050438931 -61470.949161686694 306.40087646509033 686 14:49
41.7% 2520000 -76580.04260303616 14554.598061892271 -62025.44454114389 301.6306902998292 686 14:48
41.7% 2525000 -76585.9686239241 14467.279181890743 -62118.689442033356 299.82108663100456 686 14:47
41.8% 2530000 -75851.64374134318 14563.902181972026 -61287.74155937116 301.8235096515114 686 14:46
41.9% 2535000 -76273.06333171336 14240.560905541985 -62032.50242617138 295.12255837843026 686 14:45
42.0% 2540000 -76385.30736350728 14538.490403308288 -61846.816960198994 301.2968738552156 686 14:44
42.1% 2545000 -75882.95993217084 14695.881997521901 -61187.077934648936 304.5586702310525 686 14:43
42.1% 2550000 -76667.30936566474 14468.664593880463 -62198.644771784275 299.84979802331037 686 14:41
42.2% 2555000 -76254.70044588875 14379.531559753614 -61875.16888613514 298.0025976748108 686 14:40
42.3% 2560000 -76202.8550588297 14492.89981056961 -61709.955248260085 300.3520506522341 686 14:39
42.4% 2565000 -76377.61273623235 14086.132954170911 -62291.47978206143 291.9221807812224 685 14:38
42.5% 2570000 -76350.19281368182 13928.844517873318 -62421.3482958085 288.6625222585427 685 14:37
42.6% 2575000 -76651.40217927599 14078.293702911265 -62573.10847636472 291.75971949175045 685 14:36
42.6% 2580000 -75748.01872825492 14811.845689191188 -60936.173039063724 306.9619113387204 685 14:34
42.7% 2585000 -76503.83102169205 14937.801420633097 -61566.02960105895 309.57222830250635 686 14:33
42.8% 2590000 -76136.37798069933 14434.297425097777 -61702.08055560155 299.13756998379387 686 14:32
42.9% 2595000 -76681.15245948039 14348.998298406736 -62332.15416107366 297.3698238491097 686 14:30
43.0% 2600000 -76163.75398848973 14572.64122067003 -61591.11276781969 302.0046182100457 686 14:29
43.1% 2605000 -76157.73034909565 14497.160409090027 -61660.569940005626 300.4403476472689 686 14:28
43.1% 2610000 -76219.26128329994 14630.370982870803 -61588.89030042914 303.20101456186643 686 14:27
43.2% 2615000 -75959.74528537468 14477.658719660149 -61482.08656571453 300.0361930275581 686 14:25
43.3% 2620000 -75988.33335262095 14572.044826510599 -61416.28852611035 301.9922584883114 686 14:24
43.4% 2625000 -76321.5747201475 14782.875231237724 -61538.69948890978 306.3615251794018 686 14:23
43.5% 2630000 -76604.44109779326 14421.83026108889 -62182.61083670436 298.87919944892303 686 14:21
43.6% 2635000 -76107.98500103326 14391.097856907478 -61716.88714412578 298.24229857069923 686 14:20
43.6% 2640000 -76373.40382249863 14668.093721163188 -61705.31010133544 303.98278370057756 686 14:19
43.7% 2645000 -76196.63002790188 14377.921269049015 -61818.70875885286 297.9692258774759 686 14:18
43.8% 2650000 -76898.46688593781 14411.351389023095 -62487.11549691472 298.6620344402207 686 14:16
43.9% 2655000 -75947.58355206565 14297.840688706034 -61649.74286335962 296.30962932759195 686 14:15
44.0% 2660000 -76214.574164887 14553.155839591715 -61661.418325295286 301.60080156595745 686 14:14
44.0% 2665000 -76150.2246213575 14329.181147895884 -61821.043473461614 296.9591315879463 686 14:13
44.1% 2670000 -76280.51836469803 14400.579985512419 -61879.93837918561 298.4388069857347 686 14:11
44.2% 2675000 -76111.42888132046 14804.583808126834 -61306.84507319363 306.81141551678144 685 14:10
44.3% 2680000 -76387.65048912285 14347.098724447642 -62040.55176467521 297.3304569217566 685 14:09
44.4% 2685000 -76336.7297518162 14200.12120834351 -62136.608543472685 294.2844827593289 685 14:08
44.5% 2690000 -76371.33435041155 14488.32284910514 -61883.011501306406 300.2571973254618 685 14:07
44.5% 2695000 -76088.27947319185 14322.590469583869 -61765.689003607986 296.82254582718923 685 14:05
44.6% 2700000 -75989.09797277505 13867.714912901873 -62121.38305987318 287.39566728481657 685 14:04
44.7% 2705000 -76198.75816510679 14049.486820705477 -62149.27134440131 291.16272328971394 685 14:03
44.8% 2710000 -76549.7994963993 14574.068513882487 -61975.73098251681 302.0341975522648 685 14:01
44.9% 2715000 -76473.83411006432 14216.855909476202 -62256.97820058811 294.6312940854233 685 14:00
45.0% 2720000 -76347.41759802322 14347.410207886704 -62000.007390136525 297.3369121302303 685 13:59
45.0% 2725000 -77169.09918876979 14431.154527787547 -62737.94466098224 299.07243632079644 686 13:58
45.1% 2730000 -76099.53354654936 13860.525033548662 -62239.00851300069 287.24666363227607 685 13:56
45.2% 2735000 -75983.2217061677 14500.813371138209 -61482.40833502948 300.51605193395176 685 13:55
45.3% 2740000 -76269.37810264515 14485.214698256372 -61784.163404388775 300.1927837509967 685 13:54
45.4% 2745000 -76213.90610436979 14765.495897939152 -61448.410206430635 306.00135444315015 685 13:53
45.5% 2750000 -76743.27363774864 14645.747251593188 -62097.526386155456 303.51967362268323 685 13:52
45.5% 2755000 -76199.40215139478 14715.466549967145 -61483.935601427635 304.96454211072603 686 13:50
45.6% 2760000 -76370.67686865976 14194.795215743501 -62175.881652916265 294.1741064495441 686 13:48
45.7% 2765000 -76709.67722235566 14319.72453927277 -62389.95268308289 296.7631520511184 686 13:47
45.8% 2770000 -76669.78594033985 14591.840050241459 -62077.94589009839 302.4024963370784 686 13:45
45.9% 2775000 -76156.71977168985 14509.046734080743 -61647.67303760911 300.6866808264354 687 13:44
46.0% 2780000 -75918.08252565775 14565.628649667098 -61352.45387599066 301.8592891103759 687 13:42
46.0% 2785000 -76348.48767921704 14353.138197692286 -61995.349481524754 297.45561946324915 687 13:41
46.1% 2790000 -76449.53091565086 14214.924519709704 -62234.606395941155 294.5912678046542 687 13:39
46.2% 2795000 -76511.66283872473 14141.675079560924 -62369.98775916381 293.0732403674004 687 13:38
