#"Progress (%)" "Step" "Potential Energy (kJ/mole)" "Kinetic Energy (kJ/mole)" "Total Energy (kJ/mole)" "Temperature (K)" "Speed (ns/day)" "Time Remaining"
23.3% 1410000 -76208.8916238137 14605.198373674037 -61603.693250139666 302.67933533332433 693 19:17
23.4% 1415000 -76158.37198088142 14384.854934343504 -61773.51704653792 298.11291972873795 692 19:16
23.5% 1420000 -76337.3489757096 14594.099694595883 -61743.24928111371 302.44932539299316 692 19:15
23.6% 1425000 -75960.60090513108 14563.43342882626 -61397.16747630482 301.8137951726686 692 19:14
23.6% 1430000 -76125.26788244325 14197.628414772085 -61927.639467671164 294.2328218998173 692 19:13
23.7% 1435000 -76276.11713420034 14512.7998417327 -61763.31729246763 300.76446053886826 692 19:12
23.8% 1440000 -76309.19699198277 14523.169757638598 -61786.02723434417 300.9793675311291 692 19:11
23.9% 1445000 -76599.29070710937 14650.329360348765 -61948.961346760596 303.6146336223408 692 19:10
24.0% 1450000 -76783.77416025619 14599.641294287825 -62184.132865968364 302.56416996192854 692 19:09
24.0% 1455000 -76516.66865637159 14247.649363567594 -62269.019292804 295.26946016701515 692 19:07
24.1% 1460000 -76054.2791730433 14468.314043532348 -61585.96512951095 299.84253318899226 692 19:06
24.2% 1465000 -76182.27744679009 14450.973354481312 -61731.304092308776 299.4831633193128 691 19:05
24.3% 1470000 -76077.88545554524 14562.472996927158 -61515.412458618084 301.79389110280147 691 19:04
24.4% 1475000 -76716.47397864619 14296.049461361437 -62420.42451728475 296.27250778441106 691 19:03
24.5% 1480000 -76614.2496542297 14372.44819633936 -62241.80145789034 297.85580146737163 691 19:02
24.5% 1485000 -76067.52259470399 14382.374032258027 -61685.14856244596 298.0615053093616 691 19:01
24.6% 1490000 -76312.60692640583 14984.770204183806 -61327.836722222026 310.5456132455119 691 19:00
24.7% 1495000 -76344.23625949924 14341.989854429305 -62002.24640506994 297.22458027825667 691 18:59
24.8% 1500000 -75972.69858844367 14391.14129817379 -61581.557290269884 298.2431988510842 691 18:58
24.9% 1505000 -76212.1655090204 14348.779994116345 -61863.385514904054 297.3652996929959 691 18:57
25.0% 1510000 -76279.70164437822 14829.741877303593 -61449.95976707463 307.33279341675006 690 18:56
25.0% 1515000 -76538.27771856631 14758.237804063925 -61780.03991450239 305.8509371072309 690 18:55
25.1% 1520000 -76437.63505572738 14381.343462827223 -62056.29159290016 298.04014770350443 690 18:54
25.2% 1525000 -76391.7211891892 14564.835215870497 -61826.8859733187 301.84284592295444 690 18:53
25.3% 1530000 -76300.39199712165 14447.70734931747 -61852.684647804184 299.41547835900656 690 18:52
25.4% 1535000 -75899.77914406176 14329.334375139073 -61570.44476892269 296.9623070819681 690 18:50
25.5% 1540000 -76339.46788138717 14565.608908371927 -61773.858973015245 301.85887999014705 690 18:49
25.5% 1545000 -75974.3636041797 14655.950384400858 -61318.41321977884 303.7311241882647 690 18:48
25.6% 1550000 -76310.26537360206 14276.494865294811 -62033.77050830725 295.867256723198 690 18:47
25.7% 1555000 -75721.85233640892 14467.857878401881 -61253.99445800704 299.83307958521647 689 18:46
25.8% 1560000 -75438.9894271851 14395.791755159225 -61043.19767202587 298.3395753050928 689 18:45
25.9% 1565000 -76122.57482592366 14367.172149991997 -61755.40267593166 297.74646024784494 689 18:44
26.0% 1570000 -76714.6125994773 14420.690380483657 -62293.92221899365 298.85557646927396 689 18:43
26.0% 1575000 -76192.33063903554 14425.982844186205 -61766.34779484934 298.9652579234232 689 18:42
26.1% 1580000 -76185.44799573296 14527.095100009574 -61658.35289572339 301.0607166500801 689 18:41
26.2% 1585000 -75948.27984070781 14499.899600315122 -61448.38024039268 300.49711487207134 689 18:40
26.3% 1590000 -76237.4319045096 14384.425477616913 -61853.006426892694 298.10401963212627 689 18:39
26.4% 1595000 -76409.2998519264 14839.069751227982 -61570.23010069841 307.526105045067 689 18:38
26.4% 1600000 -76221.55656231374 14985.646234341113 -61235.910327972626 310.5637681667229 688 18:37
26.5% 1605000 -76308.20763608417 14728.132210151545 -61580.07542593263 305.22702629670476 688 18:35
26.6% 1610000 -76535.42942122163 14626.819994136553 -61908.60942708508 303.1274235785494 688 18:34
26.7% 1615000 -76695.73182171992 14368.610446324214 -62327.121375395705 297.7762676196251 688 18:33
26.8% 1620000 -75833.99714126207 14635.267478158588 -61198.72966310348 303.3024899339395 688 18:32
26.9% 1625000 -76516.0253124176 14496.815066806666 -62019.21024561093 300.4331907453141 688 18:31
26.9% 1630000 -75693.74620222315 14505.980971063143 -61187.76523116 300.6231457008784 688 18:30
27.0% 1635000 -76463.7068424308 14429.522329907759 -62034.18451252303 299.0386105173567 688 18:29
27.1% 1640000 -75980.24473571248 14801.385533572759 -61178.85920213972 306.74513421121657 688 18:28
27.2% 1645000 -75964.98414756623 14410.563150195261 -61554.420997370966 298.64569891376027 688 18:27
27.3% 1650000 -76482.36320699414 14625.645349079696 -61856.71785791444 303.1030801375385 687 18:26
27.4% 1655000 -76486.11500590912 14028.511541656646 -62457.60346425247 290.7280298772386 688 18:24
27.4% 1660000 -76079.4828758453 14475.931592691773 -61603.551283153516 300.00039990585924 688 18:22
27.5% 1665000 -76419.17057407758 14252.156030619446 -62167.014543458135 295.36285670658435 689 18:20
27.6% 1670000 -76400.84753636514 14547.478456671919 -61853.36907969322 301.4831430142123 689 18:18
27.7% 1675000 -76168.04196448428 14686.136360495624 -61481.90560398865 304.35670084576634 689 18:16
27.8% 1680000 -76262.197860844 14546.079534318978 -61716.118326525015 301.4541516320251 690 18:14
27.9% 1685000 -76229.43489899272 14806.229177416088 -61423.20572157664 306.845514285597 690 18:13
27.9% 1690000 -76321.51462895852 14650.25846612853 -61671.256162829995 303.6131644046752 690 18:11
28.0% 1695000 -76014.20071900992 14458.40530305893 -61555.795415951 299.6371836344192 691 18:09
28.1% 1700000 -76603.86593909007 14463.10406743203 -62140.76187165804 299.7345612147129 691 18:07
28.2% 1705000 -76324.49878668823 14326.287507111525 -61998.2112795767 296.8991635377429 691 18:06
28.3% 1710000 -75487.87009318615 14428.174930229809 -61059.69516295634 299.0106868953342 691 18:05
28.3% 1715000 -75818.96273222663 14548.35750833087 -61270.60522389576 301.50136055327255 691 18:04
28.4% 1720000 -76151.39193341573 14450.613336968001 -61700.77859644772 299.4757022866826 691 18:03
28.5% 1725000 -76348.67006011285 14593.411574930195 -61755.25848518266 302.43506474430416 690 18:02
28.6% 1730000 -76263.57825221255 13975.302307669985 -62288.27594454257 289.6253173248568 690 18:01
28.7% 1735000 -76095.00739446345 14842.210118810703 -61252.797275652745 307.59118628178294 690 18:00
28.8% 1740000 -76108.77981643894 14671.119778712255 -61437.66003772669 304.0454959667308 690 17:59
28.8% 1745000 -76439.86992307343 14611.9994062848 -61827.87051678864 302.82028049391295 690 17:58
28.9% 1750000 -76176.89176559892 14849.05808228941 -61327.83368330951 307.7331040415484 690 17:56
29.0% 1755000 -76458.56955803162 14161.324594919131 -62297.24496311249 293.4804585438385 690 17:55
29.1% 1760000 -76053.21510832863 14386.84707237752 -61666.368035951105 298.154204961612 690 17:54
29.2% 1765000 -76001.45425455188 14212.017060974946 -61789.43719357693 294.5310133901074 690 17:53
29.3% 1770000 -75934.85169419242 14527.025390980041 -61407.82630321238 301.0592719944044 689 17:52
29.3% 1775000 -76149.67416406656 14360.586209404151 -61789.087954662406 297.60997267207415 689 17:51
29.4% 1780000 -76009.11451374018 14684.207763306436 -61324.90675043374 304.3167324385997 689 17:50
29.5% 1785000 -75878.71994732894 14301.184279829651 -61577.53566749929 296.37892218572574 689 17:49
29.6% 1790000 -76116.7185893066 14690.081039364 -61426.63754994261 304.4384506958838 689 17:48
29.7% 1795000 -75826.95454958189 14581.19237537168 -61245.762174210206 302.1818330451481 689 17:47
29.8% 1800000 -75857.24417988943 14522.14766250267 -61335.09651738676 300.95818554725776 689 17:45
29.8% 1805000 -75898.21525092378 14134.403820952028 -61763.81142997175 292.92255020445515 689 17:44
29.9% 1810000 -76218.54318747966 14384.676949404004 -61833.86623807566 298.1092311541764 689 17:43
30.0% 1815000 -76058.0644842101 14287.845896795148 -61770.21858741496 296.10249643593363 689 17:42
30.1% 1820000 -76170.81813529867 14651.416642960945 -61519.401492337725 303.63716655684493 689 17:41
30.2% 1825000 -76123.88791579568 14434.166455970902 -61689.72145982478 299.13485576880976 689 17:40
30.2% 1830000 -76193.50326026438 14499.74553146729 -61693.757728797085 300.49392193656547 688 17:39
30.3% 1835000 -76028.29890274847 14715.822918003278 -61312.47598474519 304.9719275112903 688 17:38
30.4% 1840000 -76194.66559680729 14431.392837736466 -61763.272759070824 299.07737507582715 688 17:37
30.5% 1845000 -76006.15753676987 14799.891470579485 -61206.26606619038 306.71417112655456 688 17:35
30.6% 1850000 -76306.07655313666 14477.312585954118 -61828.763967182545 300.02901972409467 688 17:34
30.7% 1855000 -76206.41793504346 14667.712923711419 -61538.70501133204 303.9748920227893 688 17:33
30.7% 1860000 -76278.72880048418 14740.589854101574 -61538.138946382605 305.48519953709086 688 17:32
30.8% 1865000 -76503.48981991236 14648.570287753497 -61854.91953215886 303.57817845683627 688 17:31
30.9% 1870000 -76248.31324815881 14281.313972723503 -61966.99927543531 295.9671283028984 688 17:30
31.0% 1875000 -76098.99832932261 14307.205394428496 -61791.79293489411 296.50370426112903 688 17:29
31.1% 1880000 -76148.02997004864 14609.633913679843 -61538.396056368794 302.7712578301267 688 17:28
31.2% 1885000 -75879.60465260825 14235.713520627245 -61643.89113198101 295.0221007737775 688 17:26
31.2% 1890000 -76423.82888034885 14561.168029746605 -61862.660850602246 301.76684685535366 687 17:25
31.3% 1895000 -76184.55411883122 14522.630964107022 -61661.923154724194 300.9682015295558 687 17:24
31.4% 1900000 -75682.40311053366 14369.636410104446 -61312.766700429216 297.79752977760006 687 17:23
31.5% 1905000 -76338.95912622681 13818.794034334296 -62520.165091892515 286.3818269637261 687 17:22
31.6% 1910000 -75943.33608395982 14152.882360732347 -61790.453723227474 293.30550098646705 687 17:21
31.7% 1915000 -76007.61644296118 14932.925782938655 -61074.69066002253 309.47118518491754 687 17:20
31.7% 1920000 -75997.3856725246 14316.546197359345 -61680.83947516525 296.6972838312419 687 17:18
31.8% 1925000 -75836.62227040496 14544.357970703291 -61292.26429970167 301.4184738057061 687 17:17
31.9% 1930000 -76670.97332730962 14629.561064012047 -62041.41226329758 303.1842297366576 687 17:16
32.0% 1935000 -76587.46139797333 14534.601616668233 -62052.859781305095 301.21628232024636 687 17:15
32.1% 1940000 -76022.92399439898 14579.834384269436 -61443.089610129544 302.15368992557524 687 17:14
32.1% 1945000 -76070.19858758329 14611.382583478293 -61458.816004105 302.8074974072122 687 17:13
32.2% 1950000 -76414.41105749633 14590.474097618939 -61823.93695987739 302.3741882223029 687 17:11
32.3% 1955000 -76448.31706388935 14367.869970447919 -62080.44709344143 297.76092193651056 686 17:10
32.4% 1960000 -76265.03716285355 14854.65385704543 -61410.38330580812 307.8490713389786 686 17:09
32.5% 1965000 -76178.00886713061 14443.447916787458 -61734.560950343155 299.32720552805307 686 17:08
32.6% 1970000 -76360.11958875533 14406.095769352874 -61954.02381940246 298.55311654483523 686 17:07
32.6% 1975000 -76064.51891688534 14441.70964421395 -61622.80927267139 299.29118142391457 686 17:06
32.7% 1980000 -76244.83354173487 14515.903607798049 -61728.92993393682 300.8287832427203 686 17:05
32.8% 1985000 -76330.31220825015 14100.201900035538 -62230.110308214615 292.21374677534277 686 17:03
32.9% 1990000 -76194.60974515554 14674.78876060562 -61519.82098454992 304.1215322500062 686 17:02
33.0% 1995000 -75885.39195530432 14403.411780398816 -61481.980174905504 298.4974933364494 686 17:01
33.1% 2000000 -76011.37174544492 14923.805148394847 -61087.56659705007 309.28216840261115 686 17:00
33.1% 2005000 -76154.8592790777 14286.667071395654 -61868.19220768205 296.07806636115725 686 16:59
33.2% 2010000 -76156.1771140055 14553.628829876623 -61602.54828412888 301.61060385562115 686 16:58
33.3% 2015000 -75724.03712912688 14679.360924494402 -61044.67620463248 304.2162861514244 686 16:57
33.4% 2020000 -76297.41425890468 14285.653438367544 -62011.760820537136 296.057059746706 686 16:55
33.5% 2025000 -76079.89282021203 14489.601977758108 -61590.29084245392 300.2837060931335 685 16:54
33.6% 2030000 -76419.13852618834 14234.901932334165 -62184.23659385418 295.0052813510741 685 16:53
33.6% 2035000 -76396.76028046643 14587.505597654726 -61809.254682811705 302.31266878428386 685 16:52
33.7% 2040000 -76009.66995535264 14562.271113140107 -61447.39884221253 301.7897072465528 685 16:51
33.8% 2045000 -76263.32926041851 14626.13846745257 -61637.19079296594 303.11329956335686 685 16:49
33.9% 2050000 -76451.51162648416 14702.721655318848 -61748.789971165315 304.7004158631844 685 16:48
34.0% 2055000 -76252.74560811375 14153.09090404596 -62099.65470406779 293.3098228552933 685 16:47
34.0% 2060000 -76812.8645430591 14575.354287187796 -62237.510255871304 302.06084402425944 685 16:46
34.1% 2065000 -76265.02969104133 14389.610547869448 -61875.41914317188 298.21147545556255 685 16:45
34.2% 2070000 -76328.31787344853 14645.18827232615 -61683.129601122375 303.5080892902638 685 16:44
34.3% 2075000 -75992.76494389816 14678.158084779048 -61314.606859119114 304.191358401986 685 16:43
34.4% 2080000 -76207.22755140248 14358.311018804265 -61848.91653259822 297.5628214344866 685 16:41
34.5% 2085000 -76003.47822542847 14558.132544496797 -61445.34568093167 301.7039392087529 685 16:40
34.5% 2090000 -76276.60447075154 14260.523841283728 -62016.08062946781 295.53627190473907 685 16:39
34.6% 2095000 -76120.30190941543 14207.976288533519 -61912.32562088191 294.4472720888588 685 16:38
34.7% 2100000 -76197.95780914859 14352.019376523807 -61845.93843262478 297.43243292110384 684 16:37
34.8% 2105000 -75920.04407171535 14598.57335658802 -61321.47071512733 302.5420379329835 684 16:35
34.9% 2110000 -76562.81956357237 14317.341625301013 -62245.47793827135 296.7137683454901 684 16:34
35.0% 2115000 -75850.94797047152 14688.876562003676 -61162.07140846785 304.4134890077561 684 16:33
35.0% 2120000 -76647.92668066711 14231.595358895289 -62416.33132177182 294.9367556504911 684 16:32
35.1% 2125000 -76146.36886799021 14592.655592726405 -61553.713275263806 302.41939770678005 684 16:31
35.2% 2130000 -76307.50497347786 14287.28064067806 -62020.2243327998 296.09078202155627 684 16:30
35.3% 2135000 -75983.54206330111 14470.078584926696 -61513.46347837441 299.87910169033984 684 16:28
35.4% 2140000 -76377.65669733987 14511.807293799406 -61865.849403540466 300.7438908936605 684 16:27
35.5% 2145000 -76382.21927286916 15058.595869865008 -61323.62340300415 312.0755824282109 684 16:26
35.5% 2150000 -75893.60993091554 14689.147548804704 -61204.46238211084 304.4191049605642 684 16:25
35.6% 2155000 -76557.08803474903 14417.77585807445 -62139.31217667458 298.79517566655545 684 16:24
35.7% 2160000 -75968.83615957489 14620.152301031652 -61348.683858543234 302.9892417568745 684 16:23
35.8% 2165000 -76187.7723509642 14391.485661908435 -61796.28668905576 298.25033547351467 684 16:21
35.9% 2170000 -75731.13829206345 14791.508260602785 -60939.63003146066 306.54043679177954 684 16:20
36.0% 2175000 -76053.9767858121 14616.977484767278 -61436.99930104482 302.92344660283953 684 16:19
36.0% 2180000 -75526.53262598794 14465.66767371316 -61060.86495227477 299.78768960265916 684 16:18
36.1% 2185000 -76843.45933304759 14835.131617139501 -62008.32771590809 307.4444908295077 683 16:17
36.2% 2190000 -75767.11995628968 14555.336461944229 -61211.78349434545 301.645992963389 683 16:15
36.3% 2195000 -75748.52614948402 14461.328449980216 -61287.197699503806 299.69776317223716 683 16:14
36.4% 2200000 -76363.56282389534 14437.83870163239 -61925.724122262945 299.21095969068483 683 16:13
36.4% 2205000 -76513.52412155105 14744.914704267048 -61768.609417283995 305.5748280885155 684 16:12
36.5% 2210000 -76229.20289534982 14246.299338758285 -61982.90355659154 295.2414821415539 684 16:10
36.6% 2215000 -76423.72889015176 14331.326143145106 -62092.40274700665 297.00358464635167 684 16:08
36.7% 2220000 -76162.87591446014 14272.062143048766 -61890.81377141137 295.7753926218813 684 16:06
36.8% 2225000 -76234.46731796782 14441.737589381903 -61792.72972858592 299.29176056187936 685 16:05
36.9% 2230000 -75912.7139937272 14329.311239254941 -61583.40275447226 296.96182761199776 685 16:03
36.9% 2235000 -75951.9155365896 14783.70930696095 -61168.20622962865 306.3788106334617 685 16:02
37.0% 2240000 -76109.00577506394 14590.161517444809 -61518.84425761913 302.3677102850012 686 16:00
37.1% 2245000 -76324.8297915292 14709.057481263551 -61615.77231026565 304.831720042468 686 15:58
37.2% 2250000 -76333.70196799029 14825.883820465253 -61507.81814752503 307.2528387287253 686 15:57
37.3% 2255000 -76246.55072230754 14682.653702117139 -61563.8970201904 304.28452594637616 686 15:55
37.4% 2260000 -75809.27243512639 14535.387925413515 -61273.88450971287 301.23257784751684 686 15:54
37.4% 2265000 -75819.52520977883 14509.250716675064 -61310.27449310377 300.6909081785391 686 15:53
37.5% 2270000 -75973.95800435271 14662.670804000834 -61311.28720035187 303.87039871817103 686 15:52
37.6% 2275000 -76649.16380196007 14386.717454212576 -62262.44634774749 298.15151874407434 686 15:51
37.7% 2280000 -76433.70263770182 14514.479600776465 -61919.22303692535 300.7992720037918 686 15:50
37.8% 2285000 -75829.86236688995 14723.40915964807 -61106.45320724188 305.12914540864267 686 15:48
37.9% 2290000 -76175.32628657627 14563.599707018482 -61611.726579557784 301.81724113563433 686 15:47
37.9% 2295000 -76177.55584280199 14479.857062792173 -61697.698780009814 300.08175167188534 685 15:46
38.0% 2300000 -76157.86813446843 14811.712669845543 -61346.15546462289 306.9591546348335 685 15:45
38.1% 2305000 -76448.74148931878 14344.656381942383 -62104.0851073764 297.2798416142999 685 15:44
38.2% 2310000 -76359.22991740207 14425.285731389808 -61933.94418601227 298.9508109003519 685 15:43
38.3% 2315000 -76378.85076835012 14758.66294328356 -61620.18782506656 305.85974772747244 685 15:41
38.3% 2320000 -75764.78638306516 14429.307376543617 -61335.47900652155 299.0341558061147 685 15:40
38.4% 2325000 -75951.615082281 14308.741547670947 -61642.87353461006 296.5355396275855 685 15:39
38.5% 2330000 -75968.50916155096 14306.83458865846 -61661.6745728925 296.49601965177686 685 15:38
38.6% 2335000 -76360.78333263696 14352.779229237813 -62008.004103399144 297.44818017140074 685 15:37
38.7% 2340000 -76299.11275299347 14667.775466836858 -61631.33728615662 303.9761881716778 685 15:36
38.8% 2345000 -75956.24272334932 14324.431931440602 -61631.81079190872 296.86070843454155 685 15:34
38.8% 2350000 -76074.7106784804 14562.846221732647 -61511.86445674776 301.80162584444383 685 15:33
38.9% 2355000 -76345.42347557726 14396.223486738043 -61949.19998883922 298.34852254592965 685 15:32
39.0% 2360000 -76358.06161896812 14478.504696610242 -61879.55692235788 300.0537251236248 685 15:31
39.1% 2365000 -76237.99462419382 14260.120423886932 -61977.874200306884 295.5279114493451 685 15:30
39.2% 2370000 -76436.55151445373 14349.812913186917 -62086.738601266814 297.3867059929814 685 15:28
39.3% 2375000 -76390.60072326244 14447.977349548455 -61942.623373713985 299.42107386605574 684 15:27
39.3% 2380000 -75580.4618344294 14467.012193149752 -61113.44964127964 299.81555353432236 684 15:26
39.4% 2385000 -76519.31238992841 14060.716037621056 -62458.59635230736 291.39543850695105 684 15:25
39.5% 2390000 -76157.08794146619 14301.332663095744 -61855.755278370445 296.3819972927668 684 15:24
39.6% 2395000 -75958.51709222529 14374.222947717384 -61584.294144507905 297.8925815612628 684 15:23
39.7% 2400000 -76868.54655737692 14422.93719194692 -62445.60936543 298.90213957529414 684 15:21
39.8% 2405000 -75967.64761665632 14784.570081753647 -61183.07753490267 306.39664940123873 684 15:20
39.8% 2410000 -76052.61230426721 14459.679420290031 -61592.93288397718 299.6635885449709 684 15:19
39.9% 2415000 -76291.10005766684 14435.295486987663 -61855.80457067918 299.1582539006927 684 15:18
40.0% 2420000 -76558.16174757162 14330.86334103254 -62227.29840653908 296.99399349721165 684 15:17
40.1% 2425000 -76532.13540439805 14306.325366592802 -62225.81003780525 296.4854664917015 684 15:15
40.2% 2430000 -76353.95930631756 14346.644784713708 -62007.31452160385 297.321049437282 684 15:14
40.2% 2435000 -76111.45407338289 14418.772611649607 -61692.681461733286 298.815832469832 684 15:13
40.3% 2440000 -76083.2884711512 14384.404572346077 -61698.88389880513 298.1035863895697 684 15:12
40.4% 2445000 -76482.19732768502 14708.640160794695 -61773.55716689032 304.8230714586623 684 15:11
40.5% 2450000 -76078.68057540187 13955.797623986959 -62122.88295141491 289.2211006519969 684 15:09
40.6% 2455000 -76189.33910409381 14590.944442572658 -61598.39466152116 302.38393568990494 684 15:08
40.7% 2460000 -76410.78797903979 14176.482639626245 -62234.30533941354 293.79459511216965 683 15:07
40.7% 2465000 -76007.2053142846 14301.563683789987 -61705.64163049461 296.3867849846826 683 15:06
40.8% 2470000 -76447.4676245137 14417.340828248647 -62030.126796265045 298.78616007257614 683 15:05
40.9% 2475000 -76201.48340320066 14281.606870857067 -61919.876532343595 295.97319834796866 683 15:04
41.0% 2480000 -75794.67622993412 14427.54125327667 -61367.13497665745 298.99755452190897 683 15:02
41.1% 2485000 -76533.18092291482 14734.486919889156 -61798.69400302567 305.35872182526964 683 15:01
41.2% 2490000 -76112.33989340764 14225.29713529032 -61887.04275811732 294.8062307451965 683 15:00
41.2% 2495000 -75923.76073960474 14674.92296517915 -61248.837774425585 304.1243135166536 683 14:59
41.3% 2500000 -76345.75824252491 14782.742649253642 -61563.01559327127 306.35877753943197 683 14:58
41.4% 2505000 -75640.05180652851 14256.883144298341 -61383.16866223017 295.4608218002288 683 14:56
41.5% 2510000 -76047.3604049235 14638.796856827397 -61408.56354809611 303.37563306847846 683 14:55
41.6% 2515000 -76211.1264623545 14577.11932906536 -61634.00713328914 302.09742289766245 683 14:54
41.7% 2520000 -76239.56556421841 14561.061950003132 -61678.50361421528 301.7646484500034 683 14:53
41.7% 2525000 -76569.63027465405 14322.886278874848 -62246.743995779194 296.8286762033257 683 14:52
41.8% 2530000 -75674.02504222325 14523.472515666246 -61150.552526557 300.98564191345736 683 14:50
41.9% 2535000 -75958.8130325165 14166.509803993187 -61792.303228523306 293.5879172442235 683 14:49
42.0% 2540000 -76588.67334447778 14540.966879474301 -62047.70646500347 301.34819655147214 683 14:48
42.1% 2545000 -76351.1963046762 14341.872864147866 -62009.32344052833 297.222155762018 683 14:47
42.1% 2550000 -76325.4734864214 14471.325009472275 -61854.14847694912 299.9049326953934 683 14:46
42.2% 2555000 -76122.59511049732 14472.59626301849 -61649.99884747883 299.9312782587034 682 14:44
42.3% 2560000 -76293.40659766682 14380.142661629363 -61913.26393603746 298.0152622004707 682 14:43
42.4% 2565000 -76194.2353303085 14091.76628540512 -62102.46904490338 292.03892640220323 682 14:42
42.5% 2570000 -76472.52529536127 14246.623338689611 -62225.90195667165 295.2481967428454 682 14:41
42.6% 2575000 -75933.22453303734 14600.09843758126 -61333.12609545608 302.57364383723433 682 14:40
42.6% 2580000 -76454.77506565966 14867.014886523091 -61587.760179136574 308.1052423330733 682 14:38
42.7% 2585000 -76302.09668699483 14359.091314714879 -61943.00537227995 297.57899235127564 682 14:37
42.8% 2590000 -76097.64185937669 14637.099016621192 -61460.542842755494 303.3404468880537 682 14:36
42.9% 2595000 -76195.69992236745 14317.747422511426 -61877.95249985602 296.7221781203378 682 14:35
43.0% 2600000 -76355.77528355148 14322.134753380959 -62033.64053017052 296.8131015270251 682 14:34
43.1% 2605000 -76007.75819955558 14291.864532051026 -61715.893667504555 296.18577896432356 682 14:32
43.1% 2610000 -76094.05778944782 14467.187817030375 -61626.869972417444 299.819193178105 682 14:31
43.2% 2615000 -75945.86106463944 14248.305815145672 -61697.555249493766 295.2830645236454 682 14:30
43.3% 2620000 -76251.82621648647 14666.239881934911 -61585.58633455156 303.94436458355676 682 14:29
43.4% 2625000 -76101.14806471283 14283.946047961477 -61817.202016751355 296.02167564715177 682 14:28
43.5% 2630000 -76256.50502237162 14362.526629084803 -61893.97839328682 297.6501860895287 682 14:26
43.6% 2635000 -76304.94696164751 14371.41744004615 -61933.52952160136 297.8344399889626 682 14:25
43.6% 2640000 -76016.68106731557 14465.20724661404 -61551.47382070153 299.7781476734936 682 14:24
43.7% 2645000 -76028.0635739579 14579.434399578116 -61448.629174379785 302.1454006098525 682 14:23
43.8% 2650000 -76298.98026474535 14473.607073599911 -61825.37319114544 299.9522263805368 681 14:22
43.9% 2655000 -75795.61124334601 14487.110666313487 -61308.50057703252 300.23207594933996 681 14:20
44.0% 2660000 -76299.36734795135 14862.140625175214 -61437.22672277614 308.00422773900414 681 14:19
44.0% 2665000 -76311.44474810798 14584.76434570363 -61726.68040240435 302.2558588528259 681 14:18
44.1% 2670000 -75801.56271545349 14213.506172864056 -61588.05654258943 294.56187386767846 681 14:17
44.2% 2675000 -76373.84454312312 14065.086632902676 -62308.75791022045 291.48601508393455 681 14:16
44.3% 2680000 -76264.17186196092 14728.34043632966 -61535.83142563126 305.2313415931888 681 14:14
44.4% 2685000 -76233.2374648347 14424.580522770055 -61808.65694206465 298.9361960987698 681 14:13
44.5% 2690000 -76056.35168715825 14451.18125363417 -61605.17043352409 299.48747183849844 681 14:12
44.5% 2695000 -75998.35465477491 14618.581559767483 -61379.77309500743 302.95668958540404 681 14:11
44.6% 2700000 -76613.27648564652 14448.803416621085 -62164.47306902544 299.43819334818033 681 14:10
44.7% 2705000 -76144.973974438 14437.488821637142 -61707.485152800866 299.20370874881473 681 14:08
44.8% 2710000 -75841.05508215979 14697.583817800092 -61143.471264359694 304.59393889481737 681 14:07
44.9% 2715000 -76597.07147469463 14475.508698677588 -62121.56277601705 299.9916358154406 681 14:06
45.0% 2720000 -75778.5924524028 14427.218964627904 -61351.373487774894 298.9908753853784 681 14:05
45.0% 2725000 -75871.87071072118 14606.728641718133 -61265.14206900305 302.71104873444483 681 14:03
45.1% 2730000 -76004.84902038537 14528.232634269847 -61476.61638611552 301.08429100388275 681 14:02
45.2% 2735000 -76566.50388014317 14160.317091031528 -62406.18678911164 293.4595789502004 681 14:01
45.3% 2740000 -76531.39198733476 14418.493743979274 -62112.89824335549 298.8100531932386 681 14:00
45.4% 2745000 -76197.93292851029 14633.175005848401 -61564.757922661884 303.2591253652533 681 13:59
45.5% 2750000 -76390.82032096374 14909.63614229006 -61481.184178673684 308.9885287518234 681 13:57
45.5% 2755000 -76530.60500201455 14230.061918148598 -62300.54308386595 294.9049764980204 681 13:56
45.6% 2760000 -76183.07465855576 14475.93688626868 -61707.13777228708 300.0005096103836 681 13:54
45.7% 2765000 -75925.6174092101 14536.172491644009 -61389.44491756609 301.24883726276715 681 13:53
45.8% 2770000 -76120.05089896337 14616.391474405595 -61503.65942455777 302.91130207578595 681 13:51
45.9% 2775000 -76047.3443638875 14367.535441164575 -61679.80892272293 297.75398912405973 682 13:50
46.0% 2780000 -76188.88520508043 14198.344327672221 -61990.5408774082 294.2476585377886 682 13:48
46.0% 2785000 -75971.18757862372 14498.68604857387 -61472.50153004985 300.47196512572503 682 13:47
46.1% 2790000 -76191.09164987264 14734.114589259309 -61456.97706061334 305.351005614597 682 13:45
46.2% 2795000 -76139.11724023067 14712.02646935112 -61427.09077087955 304.8932495963957 683 13:43
46.3% 2800000 -76130.40420426632 14465.690774919663 -61664.71342934666 299.7881683539675 683 13:42
46.4% 2805000 -76001.14110486447 14557.647862050964 -61443.4932428135 301.6938946097821 683 13:41
46.4% 2810000 -76078.91409440139 14582.778277263349 -61496.13581713804 302.2146994067129 683 13:40
46.5% 2815000 -75402.72462902457 14569.764228027962 -60832.960400996606 301.94499517731583 683 13:38
46.6% 2820000 -75894.7539603104 14662.49314465092 -61232.26081565947 303.8667168911549 683 13:37
46.7% 2825000 -76347.1779241142 14056.276193598784 -62290.90173051543 291.30342681335657 683 13:36
